WORDPAIR	SEMANTIC	VISUAL
dish#willow	1.00	1.00
brick#jar	1.00	1.00
donkey#rat	2.00	1.00
cellar#closet	3.00	2.75
mouse_(computer)#piano	1.25	1.25
chicken#shrimp	2.00	1.00
cape#tank_(army)	1.00	1.00
birch#blackbird	1.00	1.00
cabin#crane_(machine)	1.00	1.00
shovel#sleigh	1.50	1.25
cake#ship	1.00	1.00
shack#submarine	1.25	1.00
bench#raft	1.25	2.25
bouquet#skillet	1.00	1.00
bison#trousers	1.00	1.00
rhubarb#sheep	1.00	1.00
bat_(baseball)#gloves	1.50	1.00
mushroom#turnip	2.75	1.25
pig#stick	1.00	1.00
football#missile	1.50	1.50
leopard#mole_(animal)	2.50	1.25
lamb#lamp	1.00	1.00
buggy#tractor	2.75	2.50
gown#harpsichord	1.00	1.00
peacock#robin	3.75	3.25
jet#taxi	3.00	1.25
pants#shirt	3.50	2.50
guppy#train	1.00	1.00
orange#tangerine	4.50	4.50
cup#oriole	1.00	1.00
alligator#catapult	1.00	1.00
hose_(leggings)#vest	3.00	1.75
cellar#freezer	2.00	1.50
honeydew#peach	3.75	3.00
mittens#raisin	1.00	1.00
sledgehammer#turnip	1.00	1.00
bear#platypus	2.25	1.50
cat#mink_(animal)	3.25	3.25
banjo#crossbow	1.00	1.50
bullet#cap_(bottle)	1.00	1.75
fawn#lamb	3.25	3.00
chipmunk#groundhog	4.00	3.75
comb#pistol	1.00	1.00
gloves#ox	1.00	1.00
lime#whale	1.00	1.00
ambulance#lamp	1.00	1.00
budgie#flea	2.00	1.00
avocado#snail	1.00	1.00
cherry#nectarine	3.75	3.00
nightgown#shirt	3.25	3.50
mole_(animal)#peacock	2.00	1.00
bat_(animal)#dolphin	2.00	1.00
gate#gown	1.00	1.00
shotgun#tongs	1.00	1.00
camel#pineapple	1.00	1.00
bucket#goose	1.00	1.00
bra#pony	1.00	1.00
pen#taxi	1.00	1.00
bike#chain	2.00	1.50
bouquet#lantern	1.00	1.00
taxi#tricycle	2.50	2.00
cow#mushroom	1.00	1.00
cloak#pyramid	1.00	1.00
clock#submarine	1.00	1.00
broccoli#stone	1.00	1.00
budgie#tortoise	2.00	1.00
balloon#bra	1.00	1.25
bolts#fence	1.25	1.00
carrot#mixer	1.50	1.00
toaster#turnip	1.00	1.75
bedroom#saddle	1.00	1.00
apartment#basement	2.00	1.75
marble#sandals	1.00	1.00
chapel#tape_(scotch)	1.00	1.00
kite#stove	1.00	1.00
cranberry#grapefruit	3.25	2.50
housefly#raisin	1.00	1.75
potato#spinach	2.75	1.25
crossbow#tie	1.00	1.00
canoe#orange	1.00	1.00
porcupine#screwdriver	1.00	1.00
beetle#sparrow	2.25	1.25
alligator#groundhog	2.25	1.00
cork#parakeet	1.00	1.00
candle#chisel	1.00	2.00
birch#hawk	1.00	1.00
earmuffs#wheel	1.00	1.50
boat#skillet	1.00	1.25
dish#wagon	1.00	1.00
ox#sheep	3.25	2.75
dandelion#shield	1.00	1.00
buffalo#shotgun	1.20	1.00
crayon#rake	1.00	1.20
balloon#crane_(machine)	1.00	1.00
napkin#sailboat	1.00	1.20
mittens#wrench	1.00	1.00
cougar#level	1.00	1.00
brick#dish	1.00	1.00
dolphin#finch	2.00	1.00
goose#leopard	2.20	1.00
beetle#pig	2.00	1.00
apple#canary	1.00	1.00
pheasant#squirrel	2.40	1.40
honeydew#pear	3.40	2.60
book#earmuffs	1.00	1.00
cantaloupe#saxophone	1.00	1.00
drapes#necklace	1.20	1.20
oriole#whip	1.00	1.00
emu#grenade	1.00	1.00
fawn#parakeet	2.60	2.00
bungalow#squid	1.00	1.00
giraffe#rat	2.00	1.20
bowl#woodpecker	1.00	1.00
door#freezer	1.40	1.80
bin_(waste)#swimsuit	1.00	1.00
carrot#vine	2.00	1.20
plum#radish	2.80	3.00
raisin#rhubarb	2.60	1.80
nylons#tap	1.00	1.00
football#zebra	1.00	1.00
cherry#strawberry	4.25	4.25
dress#tiger	1.00	1.00
bed#chair	3.25	2.25
cedar#pig	1.00	1.00
chipmunk#fox	3.25	2.50
ambulance#taxi	3.25	3.50
cheese#owl	1.00	1.00
penguin#sofa	1.00	1.00
mittens#vulture	1.00	1.00
dish#spatula	1.75	1.25
bag#football	1.00	1.25
lion#minnow	2.00	1.00
blueberry#pear	3.50	2.00
gun#pistol	5.00	4.50
trout#yam	1.00	1.00
cranberry#plum	3.75	3.25
cage#tripod	1.25	1.25
coconut#worm	1.00	1.00
boat#crown	1.00	1.00
apron#squid	1.00	1.25
candle#peach	1.00	1.00
bat_(animal)#eggplant	1.00	1.25
marble#mink_(coat)	1.00	1.00
avocado#orange	3.00	2.75
cellar#hose_(leggings)	1.00	1.00
pheasant#tank_(army)	1.00	1.00
sandals#whip	1.00	1.00
shirt#vest	4.00	3.50
cottage#squid	1.00	1.00
pelican#swan	4.25	4.25
beets#blueberry	2.75	2.50
boots#shrimp	1.00	1.00
mittens#shed	1.00	1.00
apartment#crane_(machine)	1.00	1.00
cage#truck	1.00	1.25
sword#yam	1.00	1.00
lime#plum	3.25	3.00
duck#tomahawk	1.00	1.00
mink_(coat)#seal	1.00	1.25
belt#peg	1.50	1.25
dishwasher#goldfish	1.00	1.00
parsley#pheasant	1.00	1.00
car#mink_(animal)	1.00	1.00
cougar#trumpet	1.00	1.00
apron#dress	3.00	3.00
cart#taxi	2.50	2.00
kettle#pipe_(plumbing)	1.00	1.00
cap_(bottle)#sandals	1.00	1.00
dandelion#tap	1.00	1.00
cheese#iguana	1.00	1.00
elevator#skyscraper	2.00	1.75
spade#trout	1.00	1.00
buffalo#cathedral	1.00	1.00
bedroom#frog	1.00	1.00
comb#spatula	1.50	1.75
bazooka#wand	1.00	1.25
baton#crossbow	1.75	1.50
accordion#harmonica	3.75	1.50
hornet#raisin	1.20	1.40
mackerel#tuna	4.60	4.40
cherry#willow	1.80	1.40
bridge#eagle	1.20	1.00
plum#tomato	3.40	3.40
cedar#seal	1.00	1.00
giraffe#pigeon	2.20	1.00
bathtub#colander	1.60	1.40
bike#taxi	3.00	1.80
sweater#vest	4.00	3.20
bookcase#kettle	1.00	1.00
eggplant#stork	1.00	1.00
jacket#racquet	1.20	1.00
cloak#tank_(container)	1.20	1.00
peacock#raccoon	2.20	1.20
inn#rice	1.00	1.00
crowbar#hook	2.60	2.40
comb#shed	1.00	1.00
dishwasher#plug_(electric)	1.80	1.20
pony#sheep	3.40	3.20
dresser#razor	1.20	1.00
crane_(machine)#worm	1.00	1.00
trout#yacht	1.20	1.20
bread#corn	2.60	1.20
spear#sword	4.00	3.80
cougar#pier	1.00	1.00
falcon#owl	4.20	4.00
lamb#mink_(animal)	2.80	2.20
hatchet#menu	1.00	1.00
mat#tongs	1.00	1.00
cork#pickle	1.00	1.75
level#plate	1.00	1.00
bike#cart	2.75	2.00
peas#tongs	1.00	1.00
grape#tomato	3.25	2.75
basement#toilet	1.25	1.00
coyote#orange	1.00	1.00
microscope#rabbit	1.00	1.00
housefly#mouse	1.75	1.25
bayonet#couch	1.00	1.00
tricycle#wrench	1.00	1.00
drapes#tray	1.00	1.00
cup#shed	1.25	1.00
beans#shack	1.00	1.00
honeydew#plum	3.25	2.50
biscuit#dresser	1.00	1.00
iguana#jar	1.00	1.00
giraffe#robin	2.00	1.00
crane_(machine)#rope	1.50	1.00
bat_(animal)#vulture	2.75	2.50
oriole#pelican	3.75	3.25
dagger#racquet	1.00	1.50
bottle#cannon	1.00	1.75
mole_(animal)#raccoon	3.25	3.25
crossbow#peacock	1.00	1.00
cucumber#rocket	1.00	2.00
kettle#spear	1.00	1.00
barn#skyscraper	3.25	2.50
comb#key	1.25	1.50
chisel#razor	2.25	1.50
banner#house	1.00	1.00
beaver#wasp	2.00	1.00
apartment#biscuit	1.00	1.00
radio#tape_(scotch)	1.00	1.00
coyote#dove	2.20	1.00
broom#racquet	1.00	2.20
olive#slippers	1.00	1.00
crayon#pencil	4.00	4.00
necklace#sweater	2.00	1.00
shrimp#worm	2.00	1.20
jacket#saxophone	1.00	1.00
napkin#tray	1.40	1.60
buzzard#limousine	1.00	1.00
cloak#trailer	1.00	1.00
bat_(animal)#peas	1.00	1.00
cup#table	1.60	1.00
ladle#orange	1.00	1.00
razor#sailboat	1.00	1.00
cape#scarf	3.60	3.40
bayonet#shotgun	3.60	2.00
barn#fork	1.60	1.00
pumpkin#sardine	1.40	1.00
crane_(machine)#ruler	1.00	1.20
helicopter#plate	1.00	1.00
book#umbrella	1.00	1.00
mackerel#veil	1.00	1.00
beans#cake	1.40	1.00
lion#toaster	1.00	1.00
beets#mandarin	2.20	1.60
football#helmet	2.60	1.20
buckle#hook	3.20	2.80
camel#willow	1.00	1.00
iguana#skunk	2.20	1.20
bike#horse	2.00	1.00
bat_(baseball)#rhubarb	1.00	1.20
nightingale#raccoon	2.00	1.00
lime#raspberry	3.20	2.40
porcupine#ruler	1.00	1.00
dishwasher#lion	1.00	1.00
screwdriver#subway	1.00	1.00
bolts#wrench	2.80	1.60
bison#trailer	1.00	1.20
emu#tomato	1.00	1.00
minnow#panther	2.00	1.00
bat_(animal)#chair	1.00	1.00
camisole#coat	3.00	2.80
drum#racquet	1.20	1.00
dolphin#mouse_(computer)	1.00	1.00
crane_(machine)#spear	1.00	1.00
mirror#piano	1.00	1.00
chicken#fawn	2.40	1.60
bazooka#helmet	1.40	1.00
canoe#stove	1.00	1.00
desk#paintbrush	1.20	1.00
pants#scarf	2.80	1.80
honeydew#orange	3.60	3.60
cabinet#dandelion	1.00	1.00
rifle#saxophone	1.00	1.60
platypus#sparrow	2.00	1.00
clamp#umbrella	1.00	1.00
blackbird#sparrow	4.50	4.25
eel#shack	1.00	1.00
eagle#goldfish	2.00	1.00
caterpillar#cherry	1.00	1.00
crocodile#dunebuggy	1.00	1.00
apron#necklace	2.00	1.00
cantaloupe#mandarin	3.25	2.75
lime#pineapple	3.25	1.75
paintbrush#trumpet	1.00	1.00
canary#cheetah	2.00	1.00
blueberry#coconut	2.75	1.75
sheep#wrench	1.00	1.00
peach#plum	3.75	3.50
cathedral#tomato	1.00	1.00
curtains#tiger	1.00	1.00
cow#peas	1.00	1.00
cougar#whip	1.00	1.00
budgie#gopher	2.50	1.75
bayonet#revolver	3.25	2.00
horse#thermometer	1.00	1.00
mink_(coat)#trombone	1.00	1.00
camel#giraffe	3.00	3.00
clock#lamp	1.50	1.00
guitar#nightgown	1.00	1.00
cart#hammer	1.00	1.00
bench#pipe_(plumbing)	1.00	1.00
envelope#pan	1.00	1.25
balloon#honeydew	1.00	2.25
rocket#van	1.25	1.00
limousine#taxi	3.75	3.75
earmuffs#hut	1.00	1.00
blackbird#nightgown	1.00	1.00
cheetah#tiger	4.25	4.25
bracelet#crown	2.75	2.75
microwave#pan	1.50	1.25
armour#thimble	1.75	2.00
parsley#tomato	2.50	1.25
mushroom#sack	1.00	1.00
porcupine#salmon	2.25	1.00
level#train	1.00	1.00
beetle#toad	2.25	1.25
crocodile#rattlesnake	3.25	1.50
cottage#tank_(army)	1.00	1.00
pyramid#rake	1.00	1.25
onions#oven	1.25	1.00
pen#tricycle	1.00	1.00
shirt#veil	3.25	2.50
chimp#dog	2.50	1.50
olive#spatula	1.00	1.00
carrot#dunebuggy	1.00	1.00
buzzard#housefly	2.25	1.75
toaster#trombone	1.00	1.00
hoe#pencil	1.00	1.50
pipe_(plumbing)#sledgehammer	1.25	1.50
cup#willow	1.00	1.00
box#jar	3.50	2.25
asparagus#hare	1.00	1.00
celery#vine	1.75	1.75
ball#brush	1.00	1.00
dunebuggy#tractor	2.25	2.50
belt#blueberry	1.00	1.00
earmuffs#shack	1.00	1.00
pony#saddle	2.25	1.00
baton#turkey	1.00	1.00
beaver#hamster	3.00	3.25
jet#mixer	1.00	1.00
bow_(ribbon)#sack	1.25	1.25
hose_(tubing)#robe	1.75	1.50
lime#octopus	1.00	1.00
flamingo#porcupine	2.00	1.00
garlic#vest	1.00	1.00
asparagus#unicycle	1.00	1.00
swimsuit#veil	2.50	2.25
parsley#spinach	3.50	3.75
bluejay#tuna	2.00	1.00
cat#chicken	2.00	1.00
apple#pepper	2.75	2.50
bear#strawberry	1.00	1.00
boots#hammer	1.00	1.00
bolts#stick	1.00	1.25
inn#rattlesnake	1.00	1.00
donkey#seal	2.00	1.00
bungalow#football	1.00	1.00
bra#tap	1.00	1.00
cockroach#minnow	2.00	1.00
crow#emu	3.25	2.50
kettle#pliers	1.00	1.00
chapel#church	5.00	4.75
olive#walrus	1.00	1.00
celery#wheelbarrow	1.00	1.00
grasshopper#raccoon	1.80	1.00
moose#seal	2.20	1.20
bench#pheasant	1.00	1.00
coat#sledgehammer	1.00	1.00
dagger#machete	4.00	4.00
blueberry#strawberry	4.40	3.60
banjo#violin	4.20	3.80
boots#hose_(leggings)	3.00	2.20
toaster#tray	1.60	1.00
crane_(machine)#hornet	1.00	1.00
jeep#wagon	3.20	3.00
camisole#tangerine	1.00	1.00
mole_(animal)#porcupine	3.00	2.60
clamp#drill	2.00	1.60
bomb#tuba	1.00	1.00
bison#hook	1.00	1.00
dunebuggy#pillow	1.00	1.20
parakeet#pigeon	4.20	4.00
basement#desk	1.20	1.20
shirt#skirt	3.40	2.40
chimp#swan	2.00	1.00
balloon#closet	1.00	1.00
corkscrew#dandelion	1.00	1.00
bear#woodpecker	1.80	1.00
drum#harp	2.60	1.00
cod#deer	1.80	1.00
bookcase#building	1.40	2.00
mug#slippers	1.20	1.00
flamingo#fox	2.00	1.00
celery#parsley	3.00	2.60
buffalo#thermometer	1.00	1.00
partridge#screwdriver	1.00	1.00
eggplant#hornet	1.00	1.00
pan#tray	3.60	3.80
cedar#coat	1.00	1.00
bayonet#gun	3.20	2.20
flea#lobster	2.00	1.00
bow_(ribbon)#crossbow	1.00	1.00
fan_(appliance)#hook	1.00	1.00
saxophone#tank_(army)	1.00	1.00
axe#salamander	1.00	1.00
limousine#unicycle	2.20	1.60
fork#giraffe	1.00	1.20
slippers#swimsuit	2.40	1.40
pepper#vulture	1.00	1.00
cap_(hat)#screws	1.00	1.00
boots#socks	3.80	3.00
envelope#pants	1.20	1.00
fridge#van	1.00	1.20
birch#crane_(machine)	1.00	1.00
peacock#squid	1.80	1.00
alligator#nightingale	1.80	1.00
saddle#stool_(furniture)	2.40	1.40
rock#shrimp	1.00	1.00
bow_(weapon)#pliers	1.00	1.00
basement#cabinet	1.60	1.20
cap_(bottle)#turtle	1.00	1.20
cathedral#wheelbarrow	1.00	1.00
bridge#house	1.40	1.20
cat#toilet	1.00	1.00
mixer#shack	1.00	1.00
onions#parsley	3.20	1.40
dunebuggy#limousine	3.00	2.40
cabinet#garlic	1.00	1.00
flea#typewriter	1.00	1.00
cape#salamander	1.00	1.00
barn#wagon	1.60	1.40
bagpipe#truck	1.00	1.00
chandelier#wheelbarrow	1.00	1.20
basket#fence	1.40	1.80
salmon#sardine	4.60	4.00
anchor#chisel	1.40	1.60
chair#saddle	2.40	1.80
buzzard#owl	4.00	3.80
mink_(coat)#skirt	3.20	2.00
muzzle#sofa	1.00	1.00
nightgown#pipe_(plumbing)	1.00	1.00
pan#sink	2.00	2.20
elk#groundhog	2.40	1.20
oriole#shawl	1.00	1.00
lime#pumpkin	2.60	1.60
bouquet#broccoli	1.60	2.60
mug#spoon	2.60	1.00
beaver#python	2.00	1.00
bear#moth	2.00	1.00
beans#biscuit	2.40	1.00
gorilla#hyena	2.60	1.80
submarine#tack	1.00	1.00
minnow#zucchini	1.00	1.20
camel#eel	2.00	1.00
porcupine#raccoon	3.50	3.50
pistol#rifle	4.50	4.00
cathedral#tack	1.00	1.00
apron#socks	2.25	1.50
elephant#wrench	1.00	1.00
parakeet#wasp	2.25	1.75
brush#crossbow	1.00	1.00
submarine#swimsuit	1.50	1.00
butterfly#salmon	2.00	1.00
thimble#wand	1.00	1.25
necklace#whip	1.00	2.25
blender#nectarine	1.00	1.00
birch#cabbage	1.75	1.00
drum#revolver	1.00	1.00
chair#scooter	2.00	1.25
broccoli#flea	1.00	1.00
projector#tape_(scotch)	1.00	1.00
walnut#zebra	1.00	1.00
key#violin	1.00	1.00
basement#inn	2.00	2.00
bookcase#cape	1.00	1.00
bike#blackbird	1.00	1.00
avocado#cantaloupe	3.00	2.50
bagpipe#rake	1.00	1.00
asparagus#pickle	3.00	2.75
book#doll	1.00	1.00
iguana#woodpecker	2.25	1.25
pot#tractor	1.00	1.00
peacock#pony	2.00	1.00
hare#seal	2.00	1.50
housefly#whistle	1.00	1.00
ashtray#goose	1.00	1.00
banjo#piano	3.75	1.00
cucumber#squirrel	1.00	1.00
muzzle#van	1.00	1.00
barrel#building	1.00	1.50
cranberry#tricycle	1.00	1.00
submarine#sword	1.00	1.00
limousine#wagon	2.50	2.25
mat#sheep	1.00	1.25
hut#pyramid	2.00	1.75
faucet#revolver	1.00	1.75
lemon#peach	3.50	2.75
ox#raisin	1.00	1.00
rattlesnake#spade	1.00	1.00
chimp#porcupine	2.75	1.75
crocodile#dolphin	2.25	1.50
cart#scooter	2.75	2.25
chisel#shovel	3.00	2.25
broccoli#tank_(container)	1.00	1.00
cathedral#rhubarb	1.00	1.00
beans#parsley	2.75	1.50
canary#stick	1.00	1.00
clarinet#guitar	3.50	1.75
cat#iguana	2.00	1.25
grenade#missile	3.25	2.00
cage#napkin	1.00	1.00
octopus#orange	1.00	1.00
birch#crab	1.00	1.00
asparagus#spinach	3.50	3.25
jeep#wheelbarrow	2.75	2.00
cheetah#panther	4.50	4.00
corn#razor	1.00	1.00
cabbage#sofa	1.00	1.00
bottle#lion	1.00	1.00
pumpkin#tomato	2.75	2.50
ox#sailboat	1.00	1.00
belt#plug_(electric)	1.00	1.25
trumpet#whistle	3.00	1.50
dolphin#muzzle	1.00	1.00
cannon#screws	1.00	1.00
football#rake	1.00	1.00
broccoli#guppy	1.00	1.00
subway#tack	1.00	1.00
pepper#radish	2.75	2.25
mat#nylons	1.00	1.00
ball#curtains	1.00	1.00
housefly#turkey	1.75	1.25
helmet#sled	1.25	1.00
cup#dish	3.25	2.75
otter#porcupine	2.75	2.50
bag#boat	1.00	1.00
ambulance#buggy	2.50	2.75
bow_(weapon)#knife	3.25	1.75
bra#clarinet	1.00	1.00
gloves#key	1.00	1.00
pillow#sack	2.00	2.75
biscuit#screwdriver	1.00	1.00
cape#fox	1.00	1.00
mandarin#potato	2.60	2.00
airplane#dunebuggy	2.20	1.40
hyena#robe	1.00	1.00
cellar#coconut	1.20	1.00
broom#rake	3.60	3.80
chimp#stork	2.20	1.20
cup#pan	2.60	2.40
broccoli#oak	1.60	1.60
jet#spinach	1.00	1.00
key#revolver	1.00	1.20
screws#unicycle	1.00	1.00
doll#pencil	1.00	1.00
basement#spider	1.60	1.00
tie#tractor	1.00	1.00
bungalow#corn	1.00	1.00
cannon#swimsuit	1.00	1.00
crocodile#jeans	1.00	1.00
cranberry#peach	3.20	2.80
eel#keyboard_(musical)	1.00	1.00
chicken#nightingale	3.00	2.80
cabbage#crayon	1.00	1.00
canoe#starling	1.00	1.00
corkscrew#mirror	1.00	1.00
gloves#racquet	1.20	1.00
blouse#cape	3.20	2.60
cauliflower#trumpet	1.00	1.00
hatchet#hornet	1.00	1.00
chain#clock	1.00	1.00
camel#cockroach	1.80	1.00
pipe_(plumbing)#stone	1.00	1.00
boat#screws	1.40	1.00
budgie#gloves	1.00	1.00
pencil#sparrow	1.00	1.00
crayon#hoe	1.00	1.00
cheetah#cougar	4.80	4.60
crab#eagle	2.00	1.00
saddle#tractor	1.60	1.20
gate#wagon	1.20	1.20
goat#tortoise	2.00	1.20
ashtray#plum	1.00	1.00
gorilla#strawberry	1.20	1.00
parsley#radish	2.80	2.00
cherry#grape	3.80	3.60
bat_(baseball)#caribou	1.00	1.00
mixer#spatula	2.20	1.60
hornet#van	1.00	1.00
cabinet#cellar	2.20	1.40
grasshopper#hare	2.20	1.20
blackbird#owl	3.80	3.40
crown#ostrich	1.00	1.00
dolphin#jeans	1.00	1.00
ball#cow	1.00	1.00
honeydew#lettuce	2.40	1.40
bowl#vest	1.00	1.00
bedroom#car	1.40	1.00
bin_(waste)#wheelbarrow	2.60	2.00
pheasant#starling	4.00	3.40
housefly#pelican	2.00	1.40
bookcase#frog	1.00	1.00
cod#gate	1.00	1.00
apartment#salamander	1.00	1.00
book#peg	1.00	1.00
cheetah#giraffe	2.50	1.50
nylons#skirt	3.25	2.25
clamp#grenade	1.00	1.00
harmonica#zebra	1.00	1.00
cauliflower#tractor	1.00	1.00
sailboat#typewriter	1.00	1.00
box#eel	1.00	1.00
broom#rope	1.25	1.00
bat_(baseball)#rake	1.00	2.50
basket#strawberry	1.00	1.00
lamp#projector	3.25	3.00
caribou#moose	4.75	4.75
biscuit#robin	1.00	1.00
crocodile#goat	2.00	1.00
bowl#pig	1.00	1.00
basement#bedroom	3.25	3.50
ball#pencil	1.00	1.25
pen#sardine	1.00	1.00
brick#cage	1.00	1.00
sack#whip	1.00	1.00
flea#grapefruit	1.00	1.00
mole_(animal)#nightingale	2.00	1.00
candle#envelope	1.00	1.00
level#parsley	1.00	1.00
budgie#otter	2.50	1.50
cranberry#dish	1.25	1.00
cat#duck	2.20	1.20
barn#tank_(army)	1.20	1.40
carpet#ship	1.00	1.00
helicopter#wheel	1.20	1.20
dagger#deer	1.00	1.00
dress#slippers	3.00	1.40
spoon#whistle	1.00	1.00
apple#cap_(hat)	1.00	1.00
fork#paintbrush	1.40	2.40
mink_(animal)#nightingale	1.80	1.00
drill#kettle	1.00	1.00
bra#wrench	1.00	1.00
dish#pickle	1.20	1.00
buckle#peg	1.40	1.20
eggplant#pig	1.00	1.00
ladle#sledgehammer	1.40	2.00
freezer#goat	1.00	1.00
sardine#sleigh	1.00	1.00
biscuit#potato	2.80	2.60
bracelet#comb	1.00	1.00
mat#sweater	1.20	1.40
grenade#robin	1.00	1.00
flea#hamster	1.80	1.00
falcon#hawk	4.60	4.60
hose_(tubing)#scarf	1.00	1.40
bazooka#shoes	1.00	1.00
shed#tongs	1.00	1.00
dog#toad	2.00	1.20
hare#pajamas	1.00	1.00
beets#church	1.00	1.00
marble#platypus	1.00	1.00
microscope#piano	1.00	1.00
beaver#leopard	2.25	1.75
dagger#oak	1.00	1.00
donkey#pine	1.00	1.00
ball#cabin	1.00	1.00
bazooka#spear	3.00	1.50
bra#football	1.00	1.00
bed#table	2.50	1.75
book#veil	1.00	1.00
beetle#duck	2.00	1.00
penguin#raccoon	2.00	1.75
elevator#necklace	1.00	1.00
celery#mushroom	2.75	1.25
comb#saddle	1.00	1.00
vulture#walrus	2.00	1.00
dress#jacket	3.50	2.75
microwave#submarine	1.00	1.25
jet#typewriter	1.00	1.00
hamster#violin	1.00	1.00
carpet#fence	1.00	1.00
bus#oven	1.00	1.25
boots#gloves	3.00	1.75
apple#raspberry	3.75	3.00
church#robin	1.00	1.00
bureau#nightingale	1.00	1.00
projector#radio	2.50	2.75
mouse_(computer)#raven	1.00	1.25
belt#strawberry	1.00	1.00
gun#pelican	1.00	1.00
socks#spoon	1.00	1.00
helmet#rifle	1.50	1.00
shotgun#sleigh	1.00	1.00
pony#python	2.00	1.00
ambulance#trailer	2.25	2.50
chipmunk#horse	2.25	1.00
blouse#sweater	4.25	4.25
bear#spider	2.00	1.00
bolts#buckle	2.25	2.00
goat#rake	1.00	1.00
guitar#tuba	3.25	1.25
dress#pajamas	3.50	2.75
bureau#turnip	1.00	1.00
deer#oak	1.00	1.00
orange#pumpkin	2.50	3.00
harp#pier	1.00	1.00
mixer#necklace	1.00	1.00
butterfly#nightingale	2.25	1.75
mackerel#tangerine	1.25	1.00
cabinet#cupboard	4.50	4.50
cow#garage	1.00	1.00
bench#magazine	1.00	1.00
closet#rocker	1.00	1.00
pipe_(plumbing)#plug_(electric)	1.50	1.25
buggy#typewriter	1.00	1.00
coconut#rooster	1.25	1.00
catfish#worm	2.25	1.25
colander#porcupine	1.00	1.00
ladle#trombone	1.00	1.50
sailboat#thermometer	1.00	1.00
bike#cap_(bottle)	1.00	1.00
grasshopper#pelican	2.00	1.00
caribou#hawk	2.00	1.00
earmuffs#veil	2.00	1.00
guppy#pineapple	1.00	1.00
cockroach#woodpecker	2.00	1.00
box#cottage	1.25	2.00
banner#brick	1.00	1.00
hut#sofa	1.25	1.00
cheese#tie	1.00	1.00
shotgun#tap	1.00	1.50
building#ship	1.75	1.50
buggy#rifle	1.00	1.00
beetle#knife	1.00	1.00
bow_(ribbon)#bow_(weapon)	1.00	1.00
anchor#tank_(container)	1.00	1.00
bomb#necklace	1.00	1.00
camisole#harpsichord	1.00	1.00
apartment#bureau	1.50	1.00
birch#rabbit	1.00	1.00
catapult#radish	1.00	1.00
grater#tongs	1.50	1.25
boots#lantern	1.00	1.00
cow#ox	4.00	4.50
canoe#fence	1.00	1.00
gloves#helmet	2.25	1.00
corkscrew#hook	2.25	2.25
basket#crossbow	1.00	1.00
bookcase#paintbrush	1.00	1.00
desk#thimble	1.00	1.00
rocket#typewriter	1.00	1.00
cow#violin	1.00	1.00
cod#dolphin	3.00	3.00
candle#tank_(container)	1.00	1.00
banana#bookcase	1.00	1.00
cape#vest	3.25	2.75
chicken#rat	1.75	1.00
cabin#sardine	1.00	1.00
crowbar#mole_(animal)	1.00	1.00
grasshopper#pajamas	1.00	1.00
birch#sparrow	1.00	1.00
cup#tuba	1.00	1.25
eel#skis	1.00	1.75
cake#fan_(appliance)	1.00	1.00
projector#tortoise	1.00	1.00
grape#mandarin	3.25	2.25
trombone#whistle	3.00	2.00
toilet#trout	1.00	1.00
elevator#ship	1.50	1.00
panther#skirt	1.00	1.00
church#lamp	1.00	1.00
beetle#wasp	3.50	3.00
hornet#raspberry	1.00	1.00
gown#hose_(leggings)	2.75	2.00
butterfly#buzzard	2.25	1.75
cauliflower#rattlesnake	1.00	1.00
anchor#revolver	1.00	1.25
garage#menu	1.00	1.00
peach#pear	3.75	2.75
gopher#squirrel	4.00	2.75
oriole#rat	2.00	1.25
book#fence	1.00	1.00
anchor#screws	1.25	1.00
partridge#porcupine	1.75	1.00
bracelet#cake	1.00	1.00
bagpipe#knife	1.00	1.00
goldfish#minnow	4.25	3.25
lobster#python	1.75	1.25
wall#yacht	1.25	1.00
dove#finch	4.25	3.00
basement#bomb	1.00	1.00
key#pear	1.00	1.00
radio#tank_(army)	1.50	1.00
grapefruit#mandarin	3.75	2.25
elk#hawk	2.00	1.00
lantern#veil	1.25	1.00
apple#strawberry	3.75	1.75
gorilla#zebra	3.00	1.00
building#pin	1.25	1.00
cellar#ostrich	1.00	1.00
chickadee#iguana	1.50	1.00
otter#skunk	3.00	2.25
colander#elevator	1.25	1.00
boots#jeans	2.00	1.50
magazine#tomahawk	1.00	1.00
buzzard#duck	3.50	2.50
envelope#wheelbarrow	1.50	1.00
barrel#pistol	1.75	1.00
ball#hammer	1.00	1.00
rocket#zebra	1.00	1.00
ashtray#robe	1.00	1.00
calf#chicken	1.80	1.00
banner#hornet	1.00	1.00
elevator#shawl	1.20	1.00
bow_(ribbon)#curtains	1.20	1.20
anchor#bolts	1.40	1.00
clarinet#tripod	1.20	1.00
beehive#tray	1.00	1.00
stove#zucchini	1.80	1.00
deer#elk	3.80	4.20
cello#fan_(appliance)	1.20	1.00
keyboard_(musical)#telephone	1.40	1.00
hyena#vulture	2.00	1.00
crayon#seal	1.00	1.00
harp#squid	1.00	1.00
bat_(baseball)#worm	1.00	1.60
budgie#swimsuit	1.00	1.00
gopher#hamster	3.40	3.40
helicopter#tricycle	1.40	1.20
buzzard#minnow	1.40	1.00
goat#tomahawk	1.00	1.00
comb#toad	1.00	1.00
clamp#stone	1.00	1.00
bracelet#mole_(animal)	1.00	1.00
bridge#building	1.40	1.20
eggplant#tiger	1.00	1.00
bullet#umbrella	1.00	1.00
