Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
lemon,has_seeds,internal_component,e,ci,visual-form_and_surface,14,4,251,21,ND,0.048,0.056,119.93,91.19,9,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,is_citrus,systemic_property,e,sys,encyclopaedic,14,4,70,5,ND,0.200,0.200,234.78,215.52,9,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,used_for_lemonade,function,s,f,function,12,6,12,1,D,1.000,1.000,0,0,17,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,eaten_in_pies,function,s,f,function,10,7,69,5,ND,0.200,0.145,23.39,14.81,13,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,grows_on_trees,origin,s,or,encyclopaedic,9,8,223,19,ND,0.053,0.040,133.12,83.03,14,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,used_for_drinks,function,s,f,function,9,8,16,2,D,0.500,0.563,0,0,15,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,has_skin,external_component,e,ce,visual-form_and_surface,7,10,131,16,ND,0.063,0.053,109.29,78.95,8,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,used_for_juice,function,s,f,function,7,10,81,7,ND,0.143,0.086,149.12,126.95,14,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,used_for_tea,function,s,f,function,7,10,29,3,ND,0.333,0.241,0,0,12,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,used_in_cooking,function,s,f,function,7,10,18,2,D,0.500,0.389,0,0,15,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,is_juicy,internal_surface_property,e,si,tactile,6,14,230,21,ND,0.048,0.026,209.91,141.36,8,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,has_peel,external_component,e,ce,visual-form_and_surface,5,15,43,6,ND,0.167,0.116,185.63,162.82,8,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,is_oval,external_surface_property,e,se,visual-form_and_surface,5,15,27,3,ND,0.333,0.185,0,0,7,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
lemon,tastes_tart,internal_surface_property,e,si,taste,5,15,17,3,ND,0.333,0.294,79.78,69.48,11,l,19,2.94,1351,7.21,7.15,5,5,2,367.70,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
leopard,has_spots,external_surface_property,e,se,visual-form_and_surface,18,1,57,3,ND,0.333,0.316,0,0,9,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,an_animal,superordinate,c,h,taxonomic,16,2,,99,ND,0.010,,68.2,0,9,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,like_a_cat,cognitive_operation,i,o,encyclopaedic,11,3,11,1,D,1.000,1.000,0,0,10,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,is_furry,external_surface_property,e,se,tactile,10,4,211,20,ND,0.050,0.047,25.11,6.86,8,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,a_carnivore,superordinate,c,h,taxonomic,9,5,,11,ND,0.091,,26.57,0,11,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,is_large,external_surface_property,e,se,visual-form_and_surface,6,6,1076,106,ND,0.009,0.006,0,0,8,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,a_predator,superordinate,c,h,taxonomic,5,7,,9,ND,0.111,,18.09,0,10,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,has_4_legs,external_component,e,ce,visual-form_and_surface,5,7,468,49,ND,0.020,0.011,48.33,6.86,10,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leopard,is_fast,systemic_property,e,sys,visual-motion,5,7,346,33,ND,0.030,0.014,0,0,7,l,1,0.00,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
leotards,worn_for_dancing,function,s,f,function,18,1,18,1,D,1.000,1.000,0,0,16,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,clothing,superordinate,c,h,taxonomic,11,2,,34,ND,0.029,,63.51,0,8,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,different_colours,external_surface_property,e,se,visual-colour,11,2,460,58,ND,0.017,0.024,55.2,32.88,17,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,is_tight,systemic_property,e,sys,tactile,11,2,33,4,ND,0.250,0.333,39.13,28.19,8,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,worn_for_ballet,time,s,t,encyclopaedic,9,5,9,1,D,1.000,1.000,0,0,15,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,is_stretchy,external_surface_property,e,se,tactile,7,6,14,2,D,0.500,0.500,0,0,11,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,worn_by_women,participant,s,p,function,7,6,232,18,ND,0.056,0.030,62.65,32.4,13,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,worn_for_exercising,time,s,t,encyclopaedic,7,6,7,1,D,1.000,1.000,0,0,19,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,worn_on_legs,function,s,f,function,7,6,18,2,D,0.500,0.389,0,0,12,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,a_tights,synonym,c,s,taxonomic,5,10,,1,D,1.000,,0,0,8,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,is_colourful,external_surface_property,e,se,visual-colour,5,10,159,19,ND,0.053,0.031,9.01,9.01,12,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
leotards,worn_for_aerobics,time,s,t,encyclopaedic,5,10,5,1,D,1.000,1.000,0,0,17,l,1,0.00,83,4.42,6.05,8,7,3,240.10,20.68,1,12,10,6,60.0,0.538,0.531,51.24,4,67,3,0,0,2,0,0,0,2,3,2
lettuce,is_edible,function,s,f,function,30,1,890,78,ND,0.013,0.034,49.65,37.92,9,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,is_green,external_surface_property,e,se,visual-colour,28,2,834,47,ND,0.021,0.034,97.37,73.96,8,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,a_vegetable,superordinate,c,h,taxonomic,25,3,,28,ND,0.036,,214.26,0,11,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eaten_in_salads,function,s,f,function,25,3,164,13,ND,0.077,0.152,144.05,106.94,15,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,is_crunchy,internal_surface_property,e,si,tactile,15,5,120,11,ND,0.091,0.125,104.83,86.22,10,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,is_leafy,external_surface_property,e,se,visual-form_and_surface,13,6,26,2,D,0.500,0.500,0,0,8,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,grows_in_gardens,location,s,l,encyclopaedic,10,7,144,18,ND,0.056,0.069,169.49,108.96,16,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,has_water,internal_component,e,ci,encyclopaedic,9,8,9,1,D,1.000,1.000,0,0,9,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eaten_in_sandwiches,function,s,f,function,8,9,31,4,ND,0.250,0.258,21.39,21.39,19,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,has_lots_of_water_inside,internal_surface_property,e,si,encyclopaedic,8,9,8,1,D,1.000,1.000,0,0,24,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eg_-_romaine,subordinate,c,l,taxonomic,7,11,,1,D,1.000,,0,0,12,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,is_nutritious,systemic_property,e,sys,encyclopaedic,7,11,115,15,ND,0.067,0.061,105.98,69.51,13,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eg_-_iceberg,subordinate,c,l,taxonomic,6,13,,1,D,1.000,,0,0,12,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,different_kinds,quantity,e,q,encyclopaedic,5,14,5,1,D,1.000,1.000,0,0,15,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eaten_by_rabbits,participant,s,p,function,5,14,19,2,D,0.500,0.263,0,0,16,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,eaten_with_dressings,associated_entity,s,e,encyclopaedic,5,14,5,1,D,1.000,1.000,0,0,20,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,grows_on_the_ground,location,s,l,encyclopaedic,5,14,17,3,ND,0.333,0.294,34.98,25.84,19,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lettuce,has_leaves,external_component,e,ce,visual-form_and_surface,5,14,157,15,ND,0.067,0.032,67.3,50.04,10,l,1,0.00,448,6.10,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
level,a_tool,superordinate,c,h,taxonomic,15,1,,18,ND,0.056,,20.8,0,6,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,used_for_carpentry,function,s,f,function,14,2,67,8,ND,0.125,0.209,20.8,0,18,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,used_for_making_straight_lines,function,s,f,function,7,3,7,1,D,1.000,1.000,0,0,30,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,used_for_measuring,function,s,f,function,7,3,48,4,ND,0.250,0.146,0,0,18,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,has_bubbles,internal_component,e,ci,visual-form_and_surface,6,5,6,1,D,1.000,1.000,0,0,11,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,is_straight,external_surface_property,e,se,visual-form_and_surface,6,5,12,2,D,0.500,0.500,0,0,11,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,made_of_wood,made_of,e,m,visual-form_and_surface,5,7,1091,79,ND,0.013,0.005,0,0,12,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,used_for_construction,function,s,f,function,5,7,94,10,ND,0.100,0.053,0,0,21,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
level,used_for_measuring_evenness,function,s,f,function,5,7,5,1,D,1.000,1.000,0,0,27,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.00,0,0,5,0,3,0,0,0,0,0,0,1
lime,is_green,external_surface_property,e,se,visual-colour,29,1,834,47,ND,0.021,0.035,0,0,8,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,a_fruit,superordinate,c,h,taxonomic,24,2,,29,ND,0.034,,192.23,0,7,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,is_citrus,systemic_property,e,sys,encyclopaedic,12,3,70,5,ND,0.200,0.171,134.95,115.69,9,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,tastes_sour,internal_surface_property,e,si,taste,10,4,85,8,ND,0.125,0.118,125.32,110.03,11,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,like_a_lemon,cognitive_operation,i,o,encyclopaedic,9,5,9,1,D,1.000,1.000,0,0,12,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,is_juicy,internal_surface_property,e,si,tactile,8,6,230,21,ND,0.048,0.035,141.35,72.8,8,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,is_small,external_surface_property,e,se,visual-form_and_surface,7,7,1229,121,ND,0.008,0.006,0,0,8,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,used_for_drinks,function,s,f,function,7,7,16,2,D,0.500,0.438,0,0,15,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,used_in_alcoholic_drinks,function,s,f,function,7,7,7,1,D,1.000,1.000,0,0,24,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,tastes_tart,internal_surface_property,e,si,taste,6,10,17,3,ND,0.333,0.353,60.47,50.17,11,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,used_in_sprite,function,s,f,function,6,10,6,1,D,1.000,1.000,0,0,14,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,grows_on_trees,origin,s,or,encyclopaedic,5,12,223,19,ND,0.053,0.022,100.38,50.29,14,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lime,has_seeds,internal_component,e,ci,visual-form_and_surface,5,12,251,21,ND,0.048,0.020,74.22,45.48,9,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.350,222.23,10,36,3,0,2,1,0,2,0,1,3,1
limousine,a_car,coordinate,c,c,taxonomic,22,1,,4,ND,0.250,,79.26,0,5,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,requires_drivers,contingency,i,c,encyclopaedic,22,1,82,5,ND,0.200,0.268,79.71,22.79,16,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_long,external_surface_property,e,se,visual-form_and_surface,21,3,844,81,ND,0.012,0.025,0,0,7,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_expensive,systemic_property,e,sys,encyclopaedic,16,4,226,22,ND,0.045,0.071,16.15,7.44,12,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,used_by_rich_people,participant,s,p,function,15,5,25,2,D,0.500,0.600,0,0,19,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_black,external_surface_property,e,se,visual-colour,14,6,607,50,ND,0.020,0.023,6.95,6.95,8,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_white,external_surface_property,e,se,visual-colour,14,6,634,51,ND,0.020,0.022,6.95,6.95,8,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_tinted_windows,external_component,e,ce,visual-form_and_surface,11,8,11,1,D,1.000,1.000,0,0,18,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_luxurious,systemic_property,e,sys,encyclopaedic,8,9,13,2,D,0.500,0.615,0,0,12,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,used_by_many_passengers,participant,s,p,function,8,9,8,1,D,1.000,1.000,0,0,23,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_4_wheels,external_component,e,ce,visual-form_and_surface,7,11,124,11,ND,0.091,0.056,27.24,20.2,12,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_a_bar,internal_component,e,ci,encyclopaedic,7,11,7,1,D,1.000,1.000,0,0,9,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_a_sun_roof,external_component,e,ce,visual-form_and_surface,7,11,7,1,D,1.000,1.000,0,0,14,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_a_television,internal_component,e,ci,encyclopaedic,7,11,7,1,D,1.000,1.000,0,0,16,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_alcohol,associated_entity,s,e,encyclopaedic,7,11,7,1,D,1.000,1.000,0,0,11,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,is_large,external_surface_property,e,se,visual-form_and_surface,7,11,1076,106,ND,0.009,0.007,0,0,8,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,requires_gasoline,contingency,i,c,encyclopaedic,7,11,48,6,ND,0.167,0.146,42.14,35.55,17,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,used_at_special_occasions,time,s,t,encyclopaedic,7,11,7,1,D,1.000,1.000,0,0,25,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
limousine,has_leather_seats,internal_component,e,ci,visual-form_and_surface,5,19,5,1,D,1.000,1.000,0,0,17,l,5,1.61,228,5.43,4.10,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
lion,is_large,external_surface_property,e,se,visual-form_and_surface,20,1,1076,106,ND,0.009,0.019,10.67,0,8,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,has_a_mane,external_component,e,ce,visual-form_and_surface,18,2,51,4,ND,0.250,0.353,38.17,31.24,10,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,an_animal,superordinate,c,h,taxonomic,14,3,,99,ND,0.010,,130.02,0,9,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,a_carnivore,superordinate,c,h,taxonomic,13,4,,11,ND,0.091,,167.41,0,11,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,lives_in_Africa,location,s,l,encyclopaedic,13,4,93,7,ND,0.143,0.140,126.52,95.75,15,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,beh_-_roars,entity_behavior,e,b,sound,12,6,19,2,D,0.500,0.632,0,0,11,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,a_cat,coordinate,c,c,taxonomic,11,7,,5,ND,0.200,,107.97,0,5,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,has_fur,external_component,e,ce,visual-form_and_surface,11,7,264,22,ND,0.045,0.042,61.1,25.54,7,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
