#subject	#object	#spatial 0->inside 1->beside 2->under 3->over
bench	armrest	0
bench	dirt	0
bench	platform	2
bench	wood	0
kickstand	bike	3
kickstand	motorcycle	3
stain	floor	3
sandal	foot	0
stem	flower	3
stem	apple	2
stem	orange	2
stem	tree	3
stem	broccoli	3
stem	banana	2
stem	glass	3
stem	vase	2
leaf	flower	3
leaf	stem	2
leaf	tree	2
leaf	sidewalk	3
leaf	ground	3
leaf	plant	2
leaf	grass	3
leaf	Tree	2
leaf	leaf	0
leaf	branch	2
leaf	pizza	2
leaf	plate	2
leaf	vase	2
leaf	plane	2
leaf	bush	2
nose	woman	2
nose	plane	1
nose	face	0
nose	man	2
nose	dog	2
nose	zebra	3
nose	horse	3
nose	bear	2
nose	boy	2
nose	airplane	1
nose	person	2
nose	cat	3
nose	giraffe	2
nose	girl	2
nose	jet	2
nose	sheep	2
nose	nose	0
nose	cow	3
nose	window	2
roof	building	2
roof	house	2
roof	snow	0
roof	tower	2
roof	roof	0
roof	boat	2
roof	train	2
stairs	house	1
stairs	building	3
stairs	plane	3
stairs	train	3
stairs	chairs	0
umbrella	handle	0
umbrella	table	2
umbrella	pole	0
umbrella	person	2
umbrella	umbrella	0
umbrella	beach	2
umbrella	hand	2
umbrella	man	2
umbrella	woman	2
umbrella	sand	2
umbrella	ground	0
umbrella	floor	1
kettle	stove	2
jar	lid	0
jar	shelf	2
jar	counter	2
jar	table	2
batter	helmet	0
batter	pants	0
batter	shirt	0
batter	bat	0
batter	ball	1
batter	uniform	0
batter	jersey	0
batter	gloves	0
batter	field	1
batter	plate	2
batter	shoe	0
batter	back	0
batter	eyes	0
mitt	hand	0
mitt	catcher	2
belt	waist	0
belt	man	3
belt	pants	2
belt	buckle	0
dirt	ground	0
dirt	dirt	0
dirt	road	1
dirt	grass	3
dirt	field	0
dirt	bench	3
dirt	water	2
dirt	elephant	3
bed	sheet	0
bed	headboard	0
bed	pillows	0
bed	wall	3
bed	bed	0
bed	floor	2
bed	room	0
bed	pillow	0
bed	bedroom	0
bed	blanket	0
bed	sheets	0
fan	ceiling	0
fan	floor	2
bus	windshield	0
bus	headlights	0
bus	sign	0
bus	road	2
bus	lights	0
bus	building	3
bus	street	2
bus	car	1
bus	tire	0
bus	window	0
bus	bus	0
bus	light	0
bus	number	0
bus	front	0
bus	wheel	0
bus	bridge	2
bus	curb	0
bus	windows	0
bus	sidewalk	2
bus	mirror	0
bus	door	0
bus	headlight	0
bus	passengers	0
numbers	bus	3
numbers	sign	0
numbers	clock	0
numbers	train	2
numbers	plane	3
microwave	stove	2
microwave	counter	2
microwave	shelf	2
microwave	kitchen	2
microwave	cabinet	3
grapes	plate	0
tray	table	0
tray	food	0
tray	pizza	0
tray	tray	0
napkins	table	2
blender	counter	2
potatoes	plate	0
boxes	truck	1
towels	rack	0
towels	shelf	0
clouds	clouds	0
clouds	sky	0
clouds	mountains	2
clouds	mountain	2
clouds	SKY	0
houses	hill	0
curtain	window	1
curtain	curtain	0
curtain	bed	2
curtain	wall	1
ground	snow	0
ground	leaves	0
ground	ground	0
ground	man	3
ground	dirt	0
ground	shadow	0
ground	rock	0
ground	grass	0
ground	zebra	3
ground	brick	0
ground	concrete	0
panel	wall	1
chimney	roof	2
chimney	house	2
chimney	building	2
pane	window	2
pane	door	0
emblem	shirt	2
bumper	car	3
bumper	truck	3
bumper	train	3
bumper	bus	3
sandwich	plate	0
sandwich	meat	0
sandwich	hand	0
sandwich	lettuce	0
sandwich	paper	0
sandwich	bread	0
sandwich	cheese	0
sandwich	table	0
sandwich	sandwich	0
sauce	food	0
sauce	plate	3
sauce	bowl	0
sauce	pizza	0
sauce	cup	0
motorcycle	sidewalk	0
motorcycle	street	0
motorcycle	kickstand	0
motorcycle	building	3
motorcycle	motorcycle	0
motorcycle	tire	0
motorcycle	road	2
motorcycle	wheel	0
motorcycle	grass	0
motorcycle	mirror	0
motorcycle	headlight	0
motorcycle	seat	0
motorcycle	windshield	0
motorcycle	light	0
wiper	windshield	0
wiper	window	1
wiper	train	2
wiper	bus	1
column	building	1
path	grass	0
skylight	roof	1
hinge	door	2
toilet	toilet	0
toilet	handle	0
toilet	bathroom	3
toilet	lid	0
toilet	seat	0
toilet	floor	2
toilet	wall	3
toilet	tank	0
toilet	ground	2
toilet	base	0
toilet	bowl	0
toilet	room	3
toilet	sidewalk	0
rocks	water	2
rocks	rocks	0
rocks	beach	2
rocks	mountain	2
rocks	hill	3
rocks	ground	3
rocks	shore	0
rocks	grass	2
rocks	field	2
rocks	snow	2
rocks	tracks	0
rocks	sand	2
rocks	road	2
rocks	giraffe	3
rocks	ocean	1
rocks	track	0
rocks	dirt	0
stones	ground	2
steps	building	3
steps	door	3
chain	bike	3
chain	hydrant	1
chain	neck	0
chain	fence	1
chain	elephant	1
pattern	plate	2
letter	letter	0
letter	sign	1
letter	wall	1
letter	building	2
letter	boat	3
letter	train	2
letter	bus	2
letter	truck	2
letter	shirt	2
letter	plane	2
letter	board	1
letter	book	2
letter	clock	2
candles	table	2
candles	cake	2
candles	stick	2
orange	table	2
orange	apple	1
orange	plate	2
orange	orange	0
orange	bag	1
orange	bowl	2
orange	tree	2
orange	basket	0
orange	box	2
orange	cart	2
orange	pile	3
pitcher	table	2
pitcher	mound	2
pitcher	ball	0
pitcher	baseball	0
pitcher	mount	0
placemat	table	0
branches	tree	2
branches	trees	2
branches	ground	2
branches	leaves	0
camera	tripod	2
camera	strap	2
camera	hand	0
camera	pole	2
camera	table	2
earring	ear	3
earring	woman	2
symbol	sign	2
ball	floor	2
ball	air	2
ball	ground	2
ball	field	3
ball	man	2
ball	hand	0
ball	water	2
ball	court	2
ball	ball	0
ball	racket	2
ball	grass	3
tracks	snow	0
tracks	train	3
tracks	ground	0
tracks	tracks	0
tracks	gravel	0
tracks	sand	0
tracks	dirt	0
patch	patch	0
patch	grass	0
patch	dirt	0
small	small	0
two	two	0
front	front	0
front	train	0
front	bus	0
front	truck	1
front	plane	1
silver	silver	0
silver	table	1
word	building	2
word	wall	2
word	sign	0
word	bus	2
word	word	0
word	page	2
word	train	3
circle	building	1
circle	plane	3
ear	earring	0
ear	head	2
ear	elephant	2
ear	giraffe	2
ear	man	2
ear	cat	2
ear	ear	0
ear	woman	2
ear	bear	2
ear	boy	2
ear	dog	2
ear	cow	2
ear	animal	2
ear	tag	0
ear	person	2
ear	horse	2
ear	zebra	2
ear	girl	2
ear	sheep	2
shutter	window	1
bush	house	3
bush	snow	2
bush	sidewalk	2
bush	building	3
bush	grass	2
bush	tree	3
bush	ground	2
bush	field	2
bush	road	2
bush	fence	1
bush	water	2
bush	leaves	0
bush	bush	0
bush	flowers	0
bush	flower	0
bush	hill	2
bush	leaf	0
bush	bench	1
bush	background	1
bush	elephant	2
bush	giraffe	1
step	stairway	3
ship	water	2
ship	ocean	2
buoy	boat	3
buoy	water	2
bird	ground	0
bird	sidewalk	3
bird	sky	3
bird	sand	2
bird	beach	2
bird	eye	0
bird	leg	0
bird	wing	0
bird	water	2
bird	rock	2
bird	tail	0
bird	wall	2
bird	grass	2
bird	neck	0
bird	beak	0
bird	feather	0
bird	feathers	0
bird	branch	0
bird	table	2
bird	feet	0
bird	fruit	2
bird	head	0
bird	foot	0
bird	tree	1
bird	roof	2
bird	ocean	2
bird	chest	0
bird	legs	0
bird	bird	0
bird	cage	0
bird	giraffe	1
bird	airplane	3
bird	claw	0
bird	zebra	2
bird	field	2
bird	photo	3
bird	wings	0
bird	air	2
bird	building	2
bird	mirror	2
bird	rope	0
bird	fence	0
bird	boat	2
bird	wire	1
bird	rocks	2
bird	shadow	2
bird	bench	1
bird	elephant	2
bird	eyes	0
bird	pole	2
bird	post	2
bird	chair	2
bird	ledge	2
bird	railing	2
bird	cow	2
bird	shore	2
bird	flower	1
columns	building	1
pigeon	ground	2
pigeon	bench	3
church	window	0
motor	boat	1
birds	water	0
birds	sky	0
birds	grass	0
cap	man	2
cap	hydrant	2
cap	bottle	2
cap	cap	0
cap	head	0
cover	bed	0
shutters	window	0
trunk	tree	3
trunk	elephant	1
trunk	trunk	0
trunk	water	2
trunk	grass	2
trunk	ground	2
elephants	grass	0
elephants	water	2
elephants	elephants	0
elephants	field	2
hat	woman	2
hat	man	2
hat	head	0
hat	logo	0
hat	girl	2
hat	hat	0
hat	person	2
hat	boy	2
hat	player	2
hat	bear	2
clock	pole	2
clock	window	0
clock	wall	2
clock	building	2
clock	sign	2
clock	number	0
clock	tower	2
clock	face	0
clock	clock	0
clock	shelf	2
clock	table	2
clock	time	0
clock	side	0
clock	hands	0
clock	hand	0
clock	numeral	0
clock	numbers	0
clock	column	2
clock	structure	2
clock	ceiling	1
clock	numerals	0
clock	post	2
dog	leash	0
dog	nose	0
dog	ear	0
dog	eye	0
dog	sidewalk	2
dog	table	2
dog	chair	0
dog	tail	0
dog	park	0
dog	field	0
dog	shadow	0
dog	grass	2
dog	head	0
dog	face	0
dog	mouth	0
dog	collar	0
dog	tag	0
dog	mirror	3
dog	tongue	0
dog	paws	0
dog	ground	0
dog	person	3
dog	cat	1
dog	window	0
dog	basket	2
dog	ball	0
dog	water	1
dog	surfboard	2
dog	bike	2
dog	couch	0
dog	boat	2
dog	woman	3
dog	fur	0
dog	street	2
dog	dog	0
dog	sheep	1
dog	floor	0
dog	fence	3
dog	frisbee	0
dog	sweater	0
dog	eyes	0
dog	hair	0
dog	man	3
dog	car	0
dog	neck	0
dog	ears	0
dog	toilet	2
dog	paw	0
dog	bed	0
dog	mud	1
dog	motorcycle	0
dog	snow	2
dog	toy	0
dog	leg	0
dog	legs	0
dog	teeth	0
dog	harness	0
dog	bench	0
dog	beach	1
dog	spots	0
dog	vest	0
dog	board	0
dog	hat	0
dog	truck	0
dog	bun	3
dog	spot	0
dog	pillow	0
dog	bag	0
dog	blanket	0
dog	scarf	0
dog	sand	0
dog	skateboard	2
dog	carpet	0
graffiti	wall	0
graffiti	ramp	0
graffiti	building	3
graffiti	train	3
graffiti	sign	3
graffiti	bench	2
windshield	truck	2
windshield	car	2
windshield	bus	1
windshield	train	2
windshield	airplane	3
windshield	front	2
windshield	motorcycle	2
windshield	plane	2
windshield	wiper	0
flag	building	2
flag	pole	2
flag	boat	2
flag	wall	2
flag	snow	2
flag	plane	3
flag	train	3
flag	beach	0
flag	tower	2
flag	flag	0
flag	motorcycle	2
flag	truck	2
curb	sidewalk	0
curb	street	2
curb	road	2
snow	hydrant	2
snow	sidewalk	0
snow	road	2
snow	ground	0
snow	tree	3
snow	roof	0
snow	tracks	0
snow	mountain	0
snow	snow	0
snow	grass	2
snow	trees	3
snow	street	0
snow	hill	0
snow	hillside	0
snow	ski	0
snow	mountains	0
snow	person	0
snow	slope	0
snow	skis	0
snow	man	3
snow	skier	0
snow	field	0
snow	air	3
snow	sky	3
snow	snowboard	0
snow	bench	0
pipes	wall	3
pipes	sink	3
tires	truck	3
background	trees	0
bushes	road	2
bushes	house	3
bushes	building	3
bushes	fence	0
bushes	field	2
bushes	water	2
bushes	background	1
bushes	bench	0
taillight	car	2
tank	toilet	2
wooden	wooden	0
metal	metal	0
scooter	sidewalk	2
scooter	white	0
scooter	red	1
map	wall	1
bucket	floor	2
bucket	ground	2
meter	pole	2
meter	sidewalk	2
meter	street	2
motorbike	asphalt	0
eye	pumpkin	2
eye	woman	2
eye	bird	2
eye	giraffe	2
eye	man	2
eye	head	2
eye	cat	2
eye	face	2
eye	elephant	2
eye	bear	2
eye	person	2
eye	dog	2
eye	eye	0
eye	cow	2
eye	pupil	0
eye	horse	2
eye	zebra	2
eye	girl	2
eye	child	2
eye	boy	2
eye	sheep	2
puddle	ground	3
skirt	woman	0
flags	building	2
signal	pole	2
hydrant	road	1
hydrant	sidewalk	0
hydrant	street	1
hydrant	snow	3
hydrant	grass	1
hydrant	hydrant	0
hydrant	chain	0
hydrant	top	0
hydrant	ground	0
letters	bus	2
letters	sign	0
letters	building	2
letters	plane	3
letters	wall	0
letters	shirt	2
letters	train	3
letters	boat	3
letters	letters	0
letters	orange	0
soap	counter	2
soap	dish	0
soap	sink	2
soap	bottle	3
cups	table	2
a	a	0
side	building	0
side	bus	0
side	train	0
side	tower	0
towel	wall	3
towel	chair	0
towel	rack	0
towel	stove	0
towel	counter	2
towel	bathroom	3
towel	sink	3
towel	oven	1
towel	handle	0
towel	floor	1
towel	tub	1
towel	table	2
towel	shelf	0
towel	bar	0
towel	door	0
towel	rod	0
towel	bathtub	0
towel	bed	2
towel	sand	2
towel	towel	0
mat	table	0
mat	floor	0
machine	machine	0
machine	vending	0
keys	laptop	3
keys	keyboard	0
thumb	hand	0
thumb	person	3
smoke	sky	0
smoke	train	2
smoke	plane	3
smoke	jet	0
plane	wing	0
plane	door	0
plane	tail	0
plane	ground	2
plane	shadow	0
plane	wings	0
plane	propeller	0
plane	grass	2
plane	nose	0
plane	runway	2
plane	window	0
plane	sky	3
plane	wheels	0
plane	field	2
plane	logo	0
plane	propellers	0
plane	engine	0
plane	cockpit	0
plane	airport	0
plane	water	0
plane	windshield	0
plane	plane	0
plane	tarmac	2
plane	windows	0
plane	wheel	0
plane	air	0
plane	stripe	0
plane	clouds	3
plane	tire	0
plane	writing	0
plane	smoke	1
plane	flight	0
plane	formation	2
plane	pavemtn	2
notebook	desk	1
sheet	bed	0
buttons	shirt	1
buttons	remote	0
buttons	phone	3
buttons	microwave	1
neck	woman	2
neck	giraffe	2
neck	man	2
neck	dog	2
neck	bird	2
neck	zebra	1
collar	dog	2
collar	shirt	2
collar	neck	0
collar	cat	2
mouth	woman	2
mouth	man	2
mouth	elephant	3
mouth	bear	2
mouth	face	3
mouth	cat	3
mouth	giraffe	2
mouth	horse	3
mouth	dog	2
mouth	zebra	3
mouth	girl	2
mouth	person	2
mouth	boy	2
mouth	sheep	2
arm	woman	2
arm	person	2
arm	chair	1
arm	man	2
arm	arm	0
arm	bear	0
arm	surfer	1
arm	girl	2
arm	boy	2
arm	bench	1
tarp	fence	0
dock	water	2
paint	road	2
paint	wall	0
paint	ground	3
paint	street	2
feathers	bird	0
crowd	people	0
vegetable	table	2
vegetable	bowl	1
vegetable	plate	2
vegetable	pizza	2
vegetable	shelf	2
backpack	floor	1
backpack	back	0
backpack	woman	1
backpack	man	0
backpack	ground	2
backpack	bench	1
backpack	person	0
strap	shoulder	0
strap	backpack	3
strap	bag	0
banner	building	3
banner	pole	2
banner	wall	1
banner	fence	1
banner	bus	2
banner	poles	0
vehicles	street	2
vehicles	road	2
antenna	building	2
crack	sidewalk	3
crack	pavement	3
crack	road	3
crack	wall	1
crack	ground	3
crack	rock	2
bull	horn	0
bull	grass	2
strings	kite	3
radiator	wall	3
bright	lighting	3
beer	glass	0
beer	table	2
beer	fridge	1
fixture	wall	2
branch	tree	2
branch	ground	3
branch	branch	0
branch	leaf	0
branch	leaves	0
large	large	0
pillar	building	1
pillar	bridge	1
piece	pizza	0
piece	piece	0
holder	wall	3
coffee	cup	2
coffee	mug	0
foot	man	3
foot	person	3
foot	surfboard	0
foot	skateboard	2
foot	shoe	0
foot	foot	0
foot	girl	3
foot	ground	3
foot	sand	3
foot	bird	3
foot	board	2
foot	elephant	3
foot	woman	3
foot	sneaker	0
foot	stirrup	0
foot	water	2
foot	bear	3
blue	blue	0
blue	sky	0
slat	bench	2
shower	door	0
shower	bathroom	1
wallpaper	wall	0
bedspread	bed	0
nightstand	bed	1
sheets	bed	0
rail	wall	3
rail	train	3
stack	stack	0
dresser	drawer	0
stove	knobs	0
stove	kitchen	3
stove	burner	0
stove	knob	0
stove	dial	0
knobs	stove	2
knobs	oven	2
sculpture	sculpture	0
headboard	bed	2
headboard	wall	0
comforter	bed	0
toy	floor	2
toys	floor	2
chest	bird	0
drapes	window	0
doorknob	door	3
saucer	table	2
fireplace	wall	3
bear	fish	0
bear	hat	0
bear	table	0
bear	eyes	0
bear	nose	0
bear	grass	2
bear	tree	0
bear	legs	0
bear	arm	0
bear	leg	0
bear	shirt	0
bear	ear	0
bear	eye	0
bear	claws	0
bear	bear	0
bear	face	0
bear	pool	1
bear	paw	0
bear	ears	0
bear	ground	0
bear	fur	0
bear	snout	0
bear	water	0
bear	rock	2
bear	head	0
bear	mouth	0
bear	river	1
bear	rocks	2
bear	foot	0
bear	bed	2
bear	woods	0
bear	dirt	2
bear	teeth	0
bear	ribbon	0
bear	log	0
bear	hand	2
bear	road	0
bear	snow	2
bear	claw	0
bear	bow	0
bear	field	0
bear	paws	0
bear	chair	0
bear	tub	2
chandelier	ceiling	0
teapot	table	2
moon	sky	2
stool	counter	3
fish	plate	1
items	table	2
sausage	plate	2
sausage	pizza	2
sausage	bun	0
meat	plate	0
meat	meat	0
meat	bowl	0
meat	sandwich	0
meat	pizza	0
meat	bread	0
meat	bun	0
meat	sandwhich	3
meat	tray	0
passengers	bus	3
elephant	water	2
elephant	elephant	1
elephant	trunk	0
elephant	eye	0
elephant	ear	0
elephant	tusk	0
elephant	leg	0
elephant	mouth	0
elephant	legs	0
elephant	head	0
elephant	grass	2
elephant	tusks	0
elephant	ears	0
elephant	road	0
elephant	ground	0
elephant	pavement	2
elephant	street	2
elephant	hair	0
elephant	prairie	0
elephant	river	2
elephant	zoo	0
elephant	herd	1
elephant	man	1
elephant	tail	0
elephant	skin	0
elephant	feet	0
elephant	foot	0
elephant	shadow	0
elephant	eyes	0
elephant	tree	3
elephant	field	2
elephant	enclosure	0
elephant	fence	0
elephant	back	0
elephant	dirt	2
elephant	people	3
elephant	pen	0
elephant	log	0
elephant	woods	1
elephant	milk	0
elephant	adults	0
cab	truck	1
trash	ground	2
trash	road	2
pebble	ground	3
pebble	beach	3
manhole	street	3
cart	wheel	0
cart	wheels	0
cart	luggage	0
carriage	horse	1
horse	cart	1
horse	street	2
horse	carriage	1
horse	saddle	0
horse	tail	0
horse	dirt	0
horse	ear	0
horse	eye	0
horse	nose	0
horse	face	0
horse	leg	0
horse	hoof	0
horse	grass	2
horse	bridle	0
horse	horse	1
horse	mane	0
horse	rider	0
horse	reins	0
horse	fence	0
horse	field	1
horse	man	0
horse	head	0
horse	mouth	0
horse	ground	2
horse	beach	2
horse	road	2
horse	wagon	1
horse	legs	0
horse	prairie	2
horse	neck	0
horse	shadow	0
horse	pasture	2
horse	water	1
horse	harness	0
horse	nostril	0
horse	hair	0
horse	hooves	0
horse	ears	0
horse	blanket	0
horse	sand	2
horse	snow	0
horse	hill	2
horse	buggy	1
horse	track	2
sewer	cap	0
Man	shirt	0
Man	Man	0
number	building	3
number	boat	3
number	sign	0
number	shirt	0
number	front	2
number	bus	2
number	wall	2
number	jersey	0
number	train	2
number	uniform	2
number	clock	2
number	truck	2
number	motorcycle	2
number	number	0
number	plane	1
number	bike	2
square	couch	2
square	wall	2
elbow	man	3
elbow	table	2
elbow	person	2
t-shirt	man	0
shoes	floor	3
shoes	boy	3
shoes	shoes	0
shoes	person	3
shoes	man	3
shoes	laces	0
shoes	feet	0
shoes	woman	3
shoes	skateboard	2
airplane	airport	0
airplane	engine	0
airplane	tail	0
airplane	runway	2
airplane	cockpit	0
airplane	sky	0
airplane	wing	0
airplane	tarmac	2
airplane	wheels	0
airplane	propeller	0
airplane	wings	0
airplane	window	0
airplane	nose	0
airplane	ground	2
airplane	windows	0
airplane	air	0
airplane	door	0
airplane	airplane	0
airplane	wheel	0
engine	plane	3
engine	wing	3
engine	airplane	3
engine	train	1
engine	motorcycle	0
engine	boat	1
engine	jet	3
engine	engine	0
tail	plane	1
tail	bird	3
tail	giraffe	3
tail	cat	3
tail	elephant	1
tail	cow	1
tail	airplane	1
tail	dog	2
tail	kite	3
tail	horse	1
tail	zebra	1
tail	feather	0
tail	tail	0
tail	jet	1
tail	hair	0
tail	sheep	1
tail	parakeet	3
wheels	plane	3
wheels	airplane	3
wheels	board	0
wheels	skateboard	0
wheels	ground	2
wheels	truck	3
wheels	wheels	0
wheels	bus	3
wheels	train	3
mountains	snow	0
mountains	water	2
mountains	background	0
mountains	mountains	0
mountains	distance	0
mountains	trees	0
beam	ceiling	0
mountain	tree	2
mountain	mountain	0
mountain	background	0
mountain	distance	0
mountain	snow	0
mountain	water	2
mountain	trees	0
cabin	boat	0
trail	snow	0
trail	plane	1
beach	sand	0
beach	water	3
beach	beach	0
beach	ocean	3
foam	water	3
foam	wave	0
foam	ocean	3
wave	water	0
wave	shore	2
wave	sea	0
wave	man	0
wave	ocean	0
wave	surfer	0
wave	foam	0
wave	beach	2
wave	sand	2
wave	wave	0
couple	bench	0
couple	umbrella	3
couple	elephants	2
steeple	church	2
steeple	building	2
track	snow	3
track	train	3
track	ground	0
track	sand	3
track	track	0
tag	dog	3
tag	collar	3
tag	shirt	2
tag	suitcase	2
tag	handle	1
tag	ear	0
tag	bear	3
fingers	hand	0
fingers	person	3
crust	pizza	3
crust	bread	3
crust	crust	0
lemon	plate	2
lemon	glass	2
nail	finger	2
nail	thumb	1
finger	hand	2
finger	man	3
finger	woman	3
finger	ring	0
finger	person	3
pie	plate	0
stone	wall	3
stone	grass	3
stone	ground	3
beak	bird	2
wing	bird	0
wing	airplane	3
wing	wing	0
wing	plane	3
wing	jet	3
seaweed	beach	3
seaweed	sand	2
footprint	beach	3
footprint	sand	2
footprint	snow	3
whiskers	cat	3
whiskers	face	3
marking	street	2
net	court	2
kids	outside	1
kids	beach	1
hoof	giraffe	3
hoof	horse	3
hoof	cow	3
hoof	zebra	3
giraffe	hoof	0
giraffe	leg	0
giraffe	spot	0
giraffe	dirt	0
giraffe	tree	1
giraffe	trees	0
giraffe	ground	2
giraffe	ear	0
giraffe	tail	0
giraffe	foot	0
giraffe	hair	0
giraffe	rock	0
giraffe	hay	0
giraffe	road	2
giraffe	left	0
giraffe	enclosure	1
giraffe	pen	0
giraffe	neck	0
giraffe	spots	0
giraffe	nostril	0
giraffe	ears	0
giraffe	mane	0
giraffe	head	0
giraffe	eye	0
giraffe	face	0
giraffe	mouth	0
giraffe	nose	0
giraffe	giraffe	0
giraffe	field	2
giraffe	legs	0
giraffe	grass	2
giraffe	horns	0
giraffe	shadow	0
giraffe	horn	0
giraffe	photo	1
giraffe	leaf	0
giraffe	fence	0
giraffe	tongue	0
giraffe	zoo	0
giraffe	leaves	0
giraffe	knee	0
giraffe	hooves	0
giraffe	zebra	2
giraffe	water	2
giraffe	wall	0
giraffe	bush	1
giraffe	building	0
giraffe	plain	1
giraffe	stripes	0
spot	giraffe	2
spot	wall	2
spot	banana	3
spot	head	2
spot	water	3
spot	apple	2
spot	grass	3
spot	neck	2
spot	ground	3
spot	cow	2
spot	dog	2
spot	pizza	3
spots	giraffe	2
spots	banana	0
spots	spots	0
sun	sky	3
sun	clouds	3
sun	water	2
face	woman	2
face	nose	0
face	man	2
face	boy	2
face	dog	0
face	clock	0
face	giraffe	2
face	cat	0
face	face	0
face	bear	2
face	zebra	2
face	cow	1
face	girl	2
face	person	2
face	horse	2
face	sheep	2
teeth	mouth	0
duck	water	1
duck	head	0
duck	beak	0
duck	grass	3
ducks	water	0
horns	cow	2
horns	giraffe	2
horns	head	2
eyes	face	2
eyes	man	2
eyes	bear	2
eyes	cat	2
eyes	dog	2
eyes	woman	2
monkey	banana	0
monkey	camera	1
arch	building	3
pavement	crack	0
hill	grass	0
hill	hill	0
hill	background	0
hill	trees	0
hill	distance	0
hill	water	2
hill	snow	0
hill	tree	0
pier	water	2
hills	background	0
hills	distance	3
moss	rock	0
moss	tree	1
shore	water	2
roll	plate	0
roll	roll	0
crane	building	2
handlebars	bike	2
handlebars	motorcycle	2
Window	building	1
Window	Building	2
bell	tower	2
pizza	pan	0
pizza	box	0
pizza	toppings	0
pizza	table	0
pizza	plate	0
pizza	counter	0
pizza	crust	0
pizza	tray	0
pizza	platter	0
pizza	pizza	0
pizza	ham	0
pizza	cheese	0
pizza	dish	0
pizza	sauce	0
pizza	topping	0
pizza	pepperoni	0
pizza	olives	0
pizza	peppers	0
pizza	mushrooms	0
pizza	slice	0
pizza	tomato	0
pizza	meat	0
pizza	board	0
pizza	oven	3
pizza	paper	0
pizza	spinach	0
pizza	front	0
pizza	olive	0
pizza	mushroom	0
pizza	chicken	0
pizza	corn	0
girls	bus	0
clear	sky	0
park	skate	0
weeds	ground	0
weeds	grass	2
pastry	plate	0
pastry	glass	2
pastry	bakery	2
soup	bowl	0
soup	tomato	0
sail	boat	2
baseball	ground	3
baseball	hand	0
baseball	air	3
baseball	stiches	0
players	field	0
players	dugout	0
player	jersey	0
player	court	1
player	ball	0
player	cap	0
player	shorts	0
player	shirt	0
player	racket	0
player	bat	0
player	helmet	0
player	uniform	0
player	wristband	0
player	hand	0
player	glove	0
player	cleats	0
player	pants	0
player	field	2
player	hair	0
player	shoe	0
player	headband	0
player	hat	0
player	arm	0
player	belt	0
player	player	0
player	sock	0
player	mitt	0
player	base	2
player	shoes	0
player	baseball	0
player	head	0
player	gloves	0
player	dugout	1
player	leg	0
player	socks	0
player	foot	0
player	racquet	0
player	visor	0
player	shadow	1
player	dirt	2
player	mound	2
player	frisbee	3
player	bench	1
land	water	2
field	field	0
field	grass	0
field	snow	0
field	sheep	0
field	tree	3
wings	plane	0
wings	airplane	0
wings	bird	0
group	people	0
group	group	0
tip	wing	2
tip	plane	3
tip	surfboard	2
tip	banana	3
family	snow	0
ring	finger	0
ring	hand	3
leash	dog	0
wrist	man	3
wrist	watch	0
wrist	woman	2
harness	horse	0
gear	plane	3
racket	handle	0
racket	hand	0
racket	tennis	0
racket	racket	0
racket	ball	0
racket	man	2
chin	man	2
toaster	counter	2
necklace	neck	0
necklace	woman	2
lips	man	2
seagull	water	2
seagull	sky	2
socks	man	3
Clouds	Sky	3
cats	bed	1
cats	hood	0
cat	cat	0
cat	chair	0
cat	eye	0
cat	ear	0
cat	head	0
cat	tail	0
cat	floor	0
cat	nose	0
cat	face	0
cat	neck	0
cat	reflection	1
cat	sofa	2
cat	back	0
cat	laptop	0
cat	toilet	0
cat	table	0
cat	dog	2
cat	couch	0
cat	window	3
cat	bench	0
cat	suitcase	0
cat	bed	0
cat	eyes	0
cat	shelf	2
cat	desk	0
cat	ground	2
cat	car	0
cat	fur	0
cat	ears	0
cat	whiskers	0
cat	mouth	0
cat	carpet	0
cat	shoe	0
cat	paw	0
cat	paws	0
cat	spot	0
cat	bag	0
cat	whisker	0
cat	collar	0
cat	tv	0
cat	television	3
cat	bottle	1
cat	leg	0
cat	sink	0
cat	legs	0
cat	box	2
cat	foot	0
cat	hat	0
cat	door	3
cat	blanket	0
cat	stripe	0
cat	keyboard	0
cat	hood	0
cat	man	1
cat	fridge	3
cat	bird	2
cat	luggage	0
cat	computer	0
cat	rug	0
cat	umbrella	0
cat	pillow	0
cat	mirror	1
cat	comforter	0
cat	wall	0
cat	seat	0
cat	grass	0
cat	bowl	0
paws	cat	3
glove	hand	0
glove	glove	0
glove	man	2
glove	person	3
glove	player	2
glove	kitchen	2
glove	catcher	2
sunglasses	head	2
sunglasses	face	0
sunglasses	woman	2
sunglasses	man	2
sunglasses	shirt	2
sunglasses	table	2
pants	woman	3
pants	man	3
pants	pants	0
pants	person	0
pants	girl	3
pants	boy	3
pants	stripe	0
pants	player	0
pants	skier	0
pants	pocket	0
scarf	neck	0
scarf	head	0
scarf	woman	0
banana	table	2
banana	plate	0
banana	bunch	1
banana	hand	0
banana	spot	0
banana	counter	2
banana	basket	2
banana	bowl	2
banana	banana	0
banana	stem	0
banana	tree	2
banana	apple	2
banana	box	2
banana	sticker	0
plaque	wall	3
plaque	bench	2
doors	building	3
doors	bus	1
doors	train	1
edge	building	1
edge	table	2
edge	box	2
edge	plate	3
edge	wall	2
edge	edge	0
edge	road	2
edge	tower	2
edge	pizza	3
edge	board	3
edge	clock	0
edge	bus	2
row	row	0
row	windows	0
row	building	3
jet	sky	0
jet	tail	0
