#subject	#object	#spatial 1->beside 2->under 3->over 4->inside upper-half 5->inside lower-half
bench	slats	4
bench	man	4
bench	beach	1
bench	legs	5
bench	shadow	5
bench	armrest	4
bench	dirt	5
bench	platform	2
bench	wood	4
kickstand	bike	3
kickstand	motorcycle	3
stain	floor	3
sandal	foot	4
stem	flower	3
stem	apple	2
stem	orange	2
stem	tree	3
stem	broccoli	3
stem	banana	2
stem	glass	3
stem	vase	2
leaf	flower	3
leaf	stem	2
leaf	tree	2
leaf	sidewalk	3
leaf	ground	3
leaf	plant	2
leaf	grass	3
leaf	Tree	2
leaf	leaf	4
leaf	branch	2
leaf	pizza	2
leaf	plate	2
leaf	vase	2
leaf	plane	2
leaf	bush	2
nose	woman	2
nose	plane	1
nose	face	4
nose	man	2
nose	dog	2
nose	zebra	3
nose	horse	3
nose	bear	2
nose	boy	2
nose	airplane	1
nose	person	2
nose	cat	3
nose	giraffe	2
nose	girl	2
nose	jet	2
nose	sheep	2
nose	nose	4
nose	cow	3
nose	window	2
roof	building	2
roof	house	2
roof	snow	4
roof	tower	2
roof	roof	4
roof	boat	2
roof	train	2
stairs	house	1
stairs	building	3
stairs	plane	3
stairs	train	3
stairs	chairs	5
umbrella	handle	5
umbrella	table	2
umbrella	pole	2
umbrella	person	2
umbrella	umbrella	4
umbrella	beach	2
umbrella	hand	2
umbrella	man	2
umbrella	woman	2
umbrella	sand	2
umbrella	ground	2
umbrella	floor	1
kettle	stove	2
jar	lid	4
jar	shelf	2
jar	counter	2
jar	table	2
batter	helmet	4
batter	pants	5
batter	shirt	4
batter	bat	4
batter	ball	1
batter	uniform	5
batter	jersey	4
batter	gloves	4
batter	field	1
batter	plate	2
batter	shoe	5
batter	back	5
batter	eyes	4
mitt	hand	4
mitt	catcher	2
belt	waist	4
belt	man	3
belt	pants	2
belt	buckle	5
dirt	ground	4
dirt	dirt	4
dirt	road	1
dirt	grass	3
dirt	field	3
dirt	bench	3
dirt	water	2
dirt	elephant	3
bed	sheet	5
bed	headboard	4
bed	pillows	4
bed	wall	3
bed	bed	4
bed	floor	2
bed	room	4
bed	pillow	4
bed	bedroom	4
bed	blanket	5
bed	sheets	5
fan	ceiling	3
fan	floor	2
bus	windshield	4
bus	headlights	5
bus	sign	4
bus	road	2
bus	lights	5
bus	building	3
bus	street	2
bus	car	1
bus	tire	5
bus	window	4
bus	bus	4
bus	light	5
bus	number	4
bus	front	4
bus	wheel	5
bus	bridge	2
bus	curb	5
bus	windows	4
bus	sidewalk	2
bus	mirror	4
bus	door	5
bus	headlight	5
bus	passengers	4
numbers	bus	3
numbers	sign	2
numbers	clock	2
numbers	train	2
numbers	plane	3
microwave	stove	2
microwave	counter	2
microwave	shelf	2
microwave	kitchen	2
microwave	cabinet	3
grapes	plate	5
tray	table	4
tray	food	4
tray	pizza	4
tray	tray	4
napkins	table	2
blender	counter	2
potatoes	plate	1
boxes	truck	1
towels	rack	4
towels	shelf	2
clouds	clouds	4
clouds	sky	5
clouds	mountains	2
clouds	mountain	2
clouds	SKY	4
houses	hill	2
curtain	window	1
curtain	curtain	4
curtain	bed	2
curtain	wall	1
ground	snow	4
ground	leaves	4
ground	ground	4
ground	man	3
ground	dirt	5
ground	shadow	5
ground	rock	4
ground	grass	4
ground	zebra	3
ground	brick	5
ground	concrete	5
panel	wall	1
chimney	roof	2
chimney	house	2
chimney	building	2
pane	window	2
pane	door	2
emblem	shirt	2
bumper	car	3
bumper	truck	3
bumper	train	3
bumper	bus	3
sandwich	plate	5
sandwich	meat	5
sandwich	hand	5
sandwich	lettuce	5
sandwich	paper	4
sandwich	bread	4
sandwich	cheese	5
sandwich	table	2
sandwich	sandwich	4
sauce	food	4
sauce	plate	3
sauce	bowl	4
sauce	pizza	5
sauce	cup	4
motorcycle	sidewalk	5
motorcycle	street	2
motorcycle	kickstand	5
motorcycle	building	3
motorcycle	motorcycle	4
motorcycle	tire	5
motorcycle	road	2
motorcycle	wheel	5
motorcycle	grass	5
motorcycle	mirror	4
motorcycle	headlight	4
motorcycle	seat	4
motorcycle	windshield	4
motorcycle	light	4
wiper	windshield	3
wiper	window	1
wiper	train	2
wiper	bus	1
column	building	1
path	grass	2
skylight	roof	1
hinge	door	2
toilet	toilet	4
toilet	handle	4
toilet	bathroom	3
toilet	lid	4
toilet	seat	4
toilet	floor	2
toilet	wall	3
toilet	tank	4
toilet	ground	2
toilet	base	5
toilet	bowl	5
toilet	room	3
toilet	sidewalk	1
rocks	water	2
rocks	rocks	4
rocks	beach	2
rocks	mountain	2
rocks	hill	3
rocks	ground	3
rocks	shore	3
rocks	grass	2
rocks	field	2
rocks	snow	2
rocks	tracks	4
rocks	sand	2
rocks	road	2
rocks	giraffe	3
rocks	ocean	1
rocks	track	5
rocks	dirt	3
stones	ground	2
steps	building	3
steps	door	3
chain	bike	3
chain	hydrant	1
chain	neck	4
chain	fence	1
chain	elephant	1
pattern	plate	2
letter	letter	4
letter	sign	1
letter	wall	1
letter	building	2
letter	boat	3
letter	train	2
letter	bus	2
letter	truck	2
letter	shirt	2
letter	plane	2
letter	board	1
letter	book	2
letter	clock	2
candles	table	2
candles	cake	2
candles	stick	2
orange	table	2
orange	apple	1
orange	plate	2
orange	orange	4
orange	bag	1
orange	bowl	2
orange	tree	2
orange	basket	2
orange	box	2
orange	cart	2
orange	pile	3
pitcher	table	2
pitcher	mound	2
pitcher	ball	4
pitcher	baseball	4
pitcher	mount	5
placemat	table	2
branches	tree	2
branches	trees	2
branches	ground	2
branches	leaves	4
camera	tripod	2
camera	strap	2
camera	hand	5
camera	pole	2
camera	table	2
earring	ear	3
earring	woman	2
symbol	sign	2
ball	floor	2
ball	air	2
ball	ground	2
ball	field	3
ball	man	2
ball	hand	5
ball	water	2
ball	court	2
ball	ball	4
ball	racket	2
ball	grass	3
tracks	snow	1
tracks	train	3
tracks	ground	4
tracks	tracks	4
tracks	gravel	5
tracks	sand	1
tracks	dirt	4
patch	patch	4
patch	grass	3
patch	dirt	2
small	small	4
two	two	4
front	front	4
front	train	1
front	bus	1
front	truck	1
front	plane	1
silver	silver	4
silver	table	1
word	building	2
word	wall	2
word	sign	2
word	bus	2
word	word	4
word	page	2
word	train	3
circle	building	1
circle	plane	3
ear	earring	5
ear	head	2
ear	elephant	2
ear	giraffe	2
ear	man	2
ear	cat	2
ear	ear	4
ear	woman	2
ear	bear	2
ear	boy	2
ear	dog	2
ear	cow	2
ear	animal	2
ear	tag	5
ear	person	2
ear	horse	2
ear	zebra	2
ear	girl	2
ear	sheep	2
shutter	window	1
bush	house	3
bush	snow	2
bush	sidewalk	2
bush	building	3
bush	grass	2
bush	tree	3
bush	ground	2
bush	field	2
bush	road	2
bush	fence	1
bush	water	2
bush	leaves	4
bush	bush	4
bush	flowers	4
bush	flower	4
bush	hill	2
bush	leaf	4
bush	bench	1
bush	background	1
bush	elephant	2
bush	giraffe	1
step	stairway	3
ship	water	2
ship	ocean	2
buoy	boat	3
buoy	water	2
bird	ground	2
bird	sidewalk	3
bird	sky	3
bird	sand	2
bird	beach	2
bird	eye	4
bird	leg	5
bird	wing	4
bird	water	2
bird	rock	2
bird	tail	5
bird	wall	2
bird	grass	2
bird	neck	4
bird	beak	4
bird	feather	4
bird	feathers	4
bird	branch	1
bird	table	2
bird	feet	5
bird	fruit	2
bird	head	4
bird	foot	5
bird	tree	1
bird	roof	2
bird	ocean	2
bird	chest	5
bird	legs	5
bird	bird	4
bird	cage	4
bird	giraffe	1
bird	airplane	3
bird	claw	5
bird	zebra	2
bird	field	2
bird	photo	3
bird	wings	4
bird	air	2
bird	building	2
bird	mirror	2
bird	rope	4
bird	fence	1
bird	boat	2
bird	wire	1
bird	rocks	2
bird	shadow	2
bird	bench	1
bird	elephant	2
bird	eyes	4
bird	pole	2
bird	post	2
bird	chair	2
bird	ledge	2
bird	railing	2
bird	cow	2
bird	shore	2
bird	flower	1
columns	building	1
pigeon	ground	2
pigeon	bench	3
church	window	5
motor	boat	1
birds	water	1
birds	sky	4
birds	grass	1
cap	man	2
cap	hydrant	2
cap	bottle	2
cap	cap	4
cap	head	5
cover	bed	4
shutters	window	1
trunk	tree	3
trunk	elephant	1
trunk	trunk	4
trunk	water	2
trunk	grass	2
trunk	ground	2
elephants	grass	5
elephants	water	2
elephants	elephants	4
elephants	field	2
hat	woman	2
hat	man	2
hat	head	5
hat	logo	4
hat	girl	2
hat	hat	4
hat	person	2
hat	boy	2
hat	player	2
hat	bear	2
clock	pole	2
clock	window	3
clock	wall	2
clock	building	2
clock	sign	2
clock	number	4
clock	tower	2
clock	face	4
clock	clock	4
clock	shelf	2
clock	table	2
clock	time	4
clock	side	4
clock	hands	4
clock	hand	4
clock	numeral	4
clock	numbers	4
clock	column	2
clock	structure	2
clock	ceiling	1
clock	numerals	4
clock	post	2
dog	leash	4
dog	nose	4
dog	ear	4
dog	eye	4
dog	sidewalk	2
dog	table	2
dog	chair	5
dog	tail	4
dog	park	4
dog	field	2
dog	shadow	5
dog	grass	2
dog	head	4
dog	face	4
dog	mouth	4
dog	collar	4
dog	tag	5
dog	mirror	3
dog	tongue	4
dog	paws	5
dog	ground	2
dog	person	3
dog	cat	1
dog	window	4
dog	basket	2
dog	ball	5
dog	water	1
dog	surfboard	2
dog	bike	2
dog	couch	4
dog	boat	2
dog	woman	3
dog	fur	5
dog	street	2
dog	dog	4
dog	sheep	1
dog	floor	1
dog	fence	3
dog	frisbee	4
dog	sweater	5
dog	eyes	4
dog	hair	4
dog	man	3
dog	car	4
dog	neck	4
dog	ears	4
dog	toilet	2
dog	paw	5
dog	bed	5
dog	mud	1
dog	motorcycle	5
dog	snow	2
dog	toy	5
dog	leg	5
dog	legs	5
dog	teeth	4
dog	harness	4
dog	bench	5
dog	beach	1
dog	spots	4
dog	vest	4
dog	board	5
dog	hat	4
dog	truck	2
dog	bun	3
dog	spot	4
dog	pillow	4
dog	bag	5
dog	blanket	5
dog	scarf	5
dog	sand	2
dog	skateboard	2
dog	carpet	1
graffiti	wall	3
graffiti	ramp	4
graffiti	building	3
graffiti	train	3
graffiti	sign	3
graffiti	bench	2
windshield	truck	2
windshield	car	2
windshield	bus	1
windshield	train	2
windshield	airplane	3
windshield	front	2
windshield	motorcycle	2
windshield	plane	2
windshield	wiper	5
flag	building	2
flag	pole	2
flag	boat	2
flag	wall	2
flag	snow	2
flag	plane	3
flag	train	3
flag	beach	5
flag	tower	2
flag	flag	4
flag	motorcycle	2
flag	truck	2
curb	sidewalk	4
curb	street	2
curb	road	2
snow	hydrant	2
snow	sidewalk	5
snow	road	2
snow	ground	4
snow	tree	3
snow	roof	3
snow	tracks	5
snow	mountain	4
snow	snow	4
snow	grass	2
snow	trees	3
snow	street	2
snow	hill	4
snow	hillside	5
snow	ski	5
snow	mountains	5
snow	person	1
snow	slope	4
snow	skis	3
snow	man	3
snow	skier	3
snow	field	4
snow	air	3
snow	sky	3
snow	snowboard	5
snow	bench	2
pipes	wall	3
pipes	sink	3
tires	truck	3
background	trees	5
bushes	road	2
bushes	house	3
bushes	building	3
bushes	fence	4
bushes	field	2
bushes	water	2
bushes	background	1
bushes	bench	2
taillight	car	2
tank	toilet	2
wooden	wooden	4
metal	metal	4
scooter	sidewalk	2
scooter	white	5
scooter	red	1
map	wall	1
bucket	floor	2
bucket	ground	2
meter	pole	2
meter	sidewalk	2
meter	street	2
motorbike	asphalt	2
eye	pumpkin	2
eye	woman	2
eye	bird	2
eye	giraffe	2
eye	man	2
eye	head	2
eye	cat	2
eye	face	2
eye	elephant	2
eye	bear	2
eye	person	2
eye	dog	2
eye	eye	4
eye	cow	2
eye	pupil	4
eye	horse	2
eye	zebra	2
eye	girl	2
eye	child	2
eye	boy	2
eye	sheep	2
puddle	ground	3
skirt	woman	4
flags	building	2
signal	pole	2
hydrant	road	1
hydrant	sidewalk	1
hydrant	street	1
hydrant	snow	3
hydrant	grass	1
hydrant	hydrant	4
hydrant	chain	5
hydrant	top	4
hydrant	ground	5
letters	bus	2
letters	sign	5
letters	building	2
letters	plane	3
letters	wall	2
letters	shirt	2
letters	train	3
letters	boat	3
letters	letters	4
letters	orange	4
soap	counter	2
soap	dish	5
soap	sink	2
soap	bottle	3
cups	table	2
a	a	4
side	building	4
side	bus	5
side	train	5
side	tower	1
towel	wall	3
towel	chair	5
towel	rack	4
towel	stove	4
towel	counter	2
towel	bathroom	3
towel	sink	3
towel	oven	1
towel	handle	4
towel	floor	1
towel	tub	1
towel	table	2
towel	shelf	5
towel	bar	4
towel	door	3
towel	rod	4
towel	bathtub	4
towel	bed	2
towel	sand	2
towel	towel	4
mat	table	4
mat	floor	4
machine	machine	4
machine	vending	4
keys	laptop	3
keys	keyboard	5
thumb	hand	2
thumb	person	3
smoke	sky	3
smoke	train	2
smoke	plane	3
smoke	jet	5
plane	wing	5
plane	door	5
plane	tail	4
plane	ground	2
plane	shadow	5
plane	wings	5
plane	propeller	4
plane	grass	2
plane	nose	5
plane	runway	2
plane	window	4
plane	sky	3
plane	wheels	5
plane	field	2
plane	logo	4
plane	propellers	5
plane	engine	5
plane	cockpit	4
plane	airport	5
plane	water	5
plane	windshield	4
plane	plane	4
plane	tarmac	2
plane	windows	5
plane	wheel	5
plane	air	3
plane	stripe	5
plane	clouds	3
plane	tire	5
plane	writing	5
plane	smoke	1
plane	flight	5
plane	formation	2
plane	pavemtn	2
notebook	desk	1
sheet	bed	4
buttons	shirt	1
buttons	remote	5
buttons	phone	3
buttons	microwave	1
neck	woman	2
neck	giraffe	2
neck	man	2
neck	dog	2
neck	bird	2
neck	zebra	1
collar	dog	2
collar	shirt	2
collar	neck	5
collar	cat	2
mouth	woman	2
mouth	man	2
mouth	elephant	3
mouth	bear	2
mouth	face	3
mouth	cat	3
mouth	giraffe	2
mouth	horse	3
mouth	dog	2
mouth	zebra	3
mouth	girl	2
mouth	person	2
mouth	boy	2
mouth	sheep	2
arm	woman	2
arm	person	2
arm	chair	1
arm	man	2
arm	arm	4
arm	bear	3
arm	surfer	1
arm	girl	2
arm	boy	2
arm	bench	1
tarp	fence	5
dock	water	2
paint	road	2
paint	wall	1
paint	ground	3
paint	street	2
feathers	bird	5
crowd	people	4
vegetable	table	2
vegetable	bowl	1
vegetable	plate	2
vegetable	pizza	2
vegetable	shelf	2
backpack	floor	1
backpack	back	5
backpack	woman	1
backpack	man	1
backpack	ground	2
backpack	bench	1
backpack	person	2
strap	shoulder	4
strap	backpack	3
strap	bag	2
banner	building	3
banner	pole	2
banner	wall	1
banner	fence	1
banner	bus	2
banner	poles	5
vehicles	street	2
vehicles	road	2
antenna	building	2
crack	sidewalk	3
crack	pavement	3
crack	road	3
crack	wall	1
crack	ground	3
crack	rock	2
bull	horn	4
bull	grass	2
strings	kite	3
radiator	wall	3
bright	lighting	3
beer	glass	4
beer	table	2
beer	fridge	1
fixture	wall	2
branch	tree	2
branch	ground	3
branch	branch	4
branch	leaf	4
branch	leaves	3
large	large	4
pillar	building	1
pillar	bridge	1
piece	pizza	2
piece	piece	4
holder	wall	3
coffee	cup	2
coffee	mug	2
foot	man	3
foot	person	3
foot	surfboard	5
foot	skateboard	2
foot	shoe	5
foot	foot	4
foot	girl	3
foot	ground	3
foot	sand	3
foot	bird	3
foot	board	2
foot	elephant	3
foot	woman	3
foot	sneaker	5
foot	stirrup	4
foot	water	2
foot	bear	3
blue	blue	4
blue	sky	5
slat	bench	2
shower	door	4
shower	bathroom	1
wallpaper	wall	5
bedspread	bed	4
nightstand	bed	1
sheets	bed	4
rail	wall	3
rail	train	3
stack	stack	4
dresser	drawer	5
stove	knobs	4
stove	kitchen	3
stove	burner	4
stove	knob	4
stove	dial	5
knobs	stove	2
knobs	oven	2
sculpture	sculpture	4
headboard	bed	2
headboard	wall	4
comforter	bed	4
toy	floor	2
toys	floor	2
chest	bird	1
drapes	window	1
doorknob	door	3
saucer	table	2
fireplace	wall	3
bear	fish	5
bear	hat	4
bear	table	5
bear	eyes	4
bear	nose	4
bear	grass	2
bear	tree	4
bear	legs	5
bear	arm	5
bear	leg	5
bear	shirt	5
bear	ear	4
bear	eye	4
bear	claws	5
bear	bear	4
bear	face	4
bear	pool	1
bear	paw	5
bear	ears	4
bear	ground	1
bear	fur	4
bear	snout	4
bear	water	5
bear	rock	2
bear	head	4
bear	mouth	4
bear	river	1
bear	rocks	2
bear	foot	5
bear	bed	2
bear	woods	4
bear	dirt	2
bear	teeth	4
bear	ribbon	4
bear	log	5
bear	hand	2
bear	road	3
bear	snow	2
bear	claw	5
bear	bow	4
bear	field	1
bear	paws	5
bear	chair	5
bear	tub	2
chandelier	ceiling	1
teapot	table	2
moon	sky	2
stool	counter	3
fish	plate	1
items	table	2
sausage	plate	2
sausage	pizza	2
sausage	bun	2
meat	plate	5
meat	meat	4
meat	bowl	5
meat	sandwich	4
meat	pizza	2
meat	bread	3
meat	bun	4
meat	sandwhich	3
meat	tray	4
passengers	bus	3
elephant	water	2
elephant	elephant	1
elephant	trunk	5
elephant	eye	4
elephant	ear	4
elephant	tusk	5
elephant	leg	5
elephant	mouth	5
elephant	legs	5
elephant	head	4
elephant	grass	2
elephant	tusks	5
elephant	ears	4
elephant	road	2
elephant	ground	2
elephant	pavement	2
elephant	street	2
elephant	hair	4
elephant	prairie	4
elephant	river	2
elephant	zoo	4
elephant	herd	1
elephant	man	1
elephant	tail	5
elephant	skin	4
elephant	feet	5
elephant	foot	5
elephant	shadow	5
elephant	eyes	4
elephant	tree	3
elephant	field	2
elephant	enclosure	2
elephant	fence	1
elephant	back	4
elephant	dirt	2
elephant	people	3
elephant	pen	4
elephant	log	4
elephant	woods	1
elephant	milk	4
elephant	adults	4
cab	truck	1
trash	ground	2
trash	road	2
pebble	ground	3
pebble	beach	3
manhole	street	3
cart	wheel	5
cart	wheels	5
cart	luggage	4
carriage	horse	1
horse	cart	1
horse	street	2
horse	carriage	1
horse	saddle	4
horse	tail	5
horse	dirt	5
horse	ear	4
horse	eye	4
horse	nose	5
horse	face	4
horse	leg	5
horse	hoof	5
horse	grass	2
horse	bridle	4
horse	horse	1
horse	mane	4
horse	rider	4
horse	reins	4
horse	fence	1
horse	field	1
horse	man	4
horse	head	4
horse	mouth	5
horse	ground	2
horse	beach	2
horse	road	2
horse	wagon	1
horse	legs	5
horse	prairie	2
horse	neck	4
horse	shadow	5
horse	pasture	2
horse	water	1
horse	harness	4
horse	nostril	5
horse	hair	4
horse	hooves	5
horse	ears	4
horse	blanket	4
horse	sand	2
horse	snow	1
horse	hill	2
horse	buggy	1
horse	track	2
sewer	cap	4
Man	shirt	4
Man	Man	4
number	building	3
number	boat	3
number	sign	3
number	shirt	1
number	front	2
number	bus	2
number	wall	2
number	jersey	1
number	train	2
number	uniform	2
number	clock	2
number	truck	2
number	motorcycle	2
number	number	4
number	plane	1
number	bike	2
square	couch	2
square	wall	2
elbow	man	3
elbow	table	2
elbow	person	2
t-shirt	man	5
shoes	floor	3
shoes	boy	3
shoes	shoes	4
shoes	person	3
shoes	man	3
shoes	laces	4
shoes	feet	4
shoes	woman	3
shoes	skateboard	2
airplane	airport	5
airplane	engine	5
airplane	tail	4
airplane	runway	2
airplane	cockpit	4
airplane	sky	3
airplane	wing	5
airplane	tarmac	2
airplane	wheels	5
airplane	propeller	4
airplane	wings	5
airplane	window	5
airplane	nose	4
airplane	ground	2
airplane	windows	5
airplane	air	4
airplane	door	5
airplane	airplane	4
airplane	wheel	5
engine	plane	3
engine	wing	3
engine	airplane	3
engine	train	1
engine	motorcycle	4
engine	boat	1
engine	jet	3
engine	engine	4
tail	plane	1
tail	bird	3
tail	giraffe	3
tail	cat	3
tail	elephant	1
tail	cow	1
tail	airplane	1
tail	dog	2
tail	kite	3
tail	horse	1
tail	zebra	1
tail	feather	5
tail	tail	4
tail	jet	1
tail	hair	5
tail	sheep	1
tail	parakeet	3
wheels	plane	3
wheels	airplane	3
wheels	board	4
wheels	skateboard	3
wheels	ground	2
wheels	truck	3
wheels	wheels	4
wheels	bus	3
wheels	train	3
mountains	snow	4
mountains	water	2
mountains	background	4
mountains	mountains	4
mountains	distance	4
mountains	trees	5
beam	ceiling	1
mountain	tree	2
mountain	mountain	4
mountain	background	4
mountain	distance	3
mountain	snow	4
mountain	water	2
mountain	trees	4
cabin	boat	5
trail	snow	3
trail	plane	1
beach	sand	5
beach	water	3
beach	beach	4
beach	ocean	3
foam	water	3
foam	wave	5
foam	ocean	3
wave	water	2
wave	shore	2
wave	sea	4
wave	man	5
wave	ocean	2
wave	surfer	4
wave	foam	4
wave	beach	2
wave	sand	2
wave	wave	4
couple	bench	5
couple	umbrella	3
couple	elephants	2
steeple	church	2
steeple	building	2
track	snow	3
track	train	3
track	ground	1
track	sand	3
track	track	4
tag	dog	3
tag	collar	3
tag	shirt	2
tag	suitcase	2
tag	handle	1
tag	ear	4
tag	bear	3
fingers	hand	5
fingers	person	3
crust	pizza	3
crust	bread	3
crust	crust	4
lemon	plate	2
lemon	glass	2
nail	finger	2
nail	thumb	1
finger	hand	2
finger	man	3
finger	woman	3
finger	ring	5
finger	person	3
pie	plate	5
stone	wall	3
stone	grass	3
stone	ground	3
beak	bird	2
wing	bird	1
wing	airplane	3
wing	wing	4
wing	plane	3
wing	jet	3
seaweed	beach	3
seaweed	sand	2
footprint	beach	3
footprint	sand	2
footprint	snow	3
whiskers	cat	3
whiskers	face	3
marking	street	2
net	court	2
kids	outside	1
kids	beach	1
hoof	giraffe	3
hoof	horse	3
hoof	cow	3
hoof	zebra	3
giraffe	hoof	5
giraffe	leg	5
giraffe	spot	4
giraffe	dirt	5
giraffe	tree	1
giraffe	trees	4
giraffe	ground	2
giraffe	ear	4
giraffe	tail	5
giraffe	foot	5
giraffe	hair	4
giraffe	rock	5
giraffe	hay	4
giraffe	road	2
giraffe	left	4
giraffe	enclosure	1
giraffe	pen	5
giraffe	neck	4
giraffe	spots	5
giraffe	nostril	4
giraffe	ears	4
giraffe	mane	4
giraffe	head	4
giraffe	eye	4
giraffe	face	4
giraffe	mouth	4
giraffe	nose	4
giraffe	giraffe	4
giraffe	field	2
giraffe	legs	5
giraffe	grass	2
giraffe	horns	4
giraffe	shadow	5
giraffe	horn	4
giraffe	photo	1
giraffe	leaf	1
giraffe	fence	5
giraffe	tongue	4
giraffe	zoo	1
giraffe	leaves	3
giraffe	knee	5
giraffe	hooves	5
giraffe	zebra	2
giraffe	water	2
giraffe	wall	1
giraffe	bush	1
giraffe	building	1
giraffe	plain	1
giraffe	stripes	5
spot	giraffe	2
spot	wall	2
spot	banana	3
spot	head	2
spot	water	3
spot	apple	2
spot	grass	3
spot	neck	2
spot	ground	3
spot	cow	2
spot	dog	2
spot	pizza	3
spots	giraffe	2
spots	banana	5
spots	spots	4
sun	sky	3
sun	clouds	3
sun	water	2
face	woman	2
face	nose	5
face	man	2
face	boy	2
face	dog	2
face	clock	4
face	giraffe	2
face	cat	2
face	face	4
face	bear	2
face	zebra	2
face	cow	1
face	girl	2
face	person	2
face	horse	2
face	sheep	2
teeth	mouth	5
duck	water	1
duck	head	4
duck	beak	4
duck	grass	3
ducks	water	2
horns	cow	2
horns	giraffe	2
horns	head	2
eyes	face	2
eyes	man	2
eyes	bear	2
eyes	cat	2
eyes	dog	2
eyes	woman	2
monkey	banana	4
monkey	camera	1
arch	building	3
pavement	crack	4
hill	grass	4
hill	hill	4
hill	background	3
hill	trees	4
hill	distance	3
hill	water	2
hill	snow	5
hill	tree	5
pier	water	2
hills	background	4
hills	distance	3
moss	rock	5
moss	tree	1
shore	water	2
roll	plate	1
roll	roll	4
crane	building	2
handlebars	bike	2
handlebars	motorcycle	2
Window	building	1
Window	Building	2
bell	tower	2
pizza	pan	5
pizza	box	4
pizza	toppings	4
pizza	table	4
pizza	plate	5
pizza	counter	4
pizza	crust	5
pizza	tray	5
pizza	platter	5
pizza	pizza	4
pizza	ham	4
pizza	cheese	4
pizza	dish	5
pizza	sauce	4
pizza	topping	4
pizza	pepperoni	4
pizza	olives	4
pizza	peppers	4
pizza	mushrooms	4
pizza	slice	4
pizza	tomato	4
pizza	meat	4
pizza	board	5
pizza	oven	3
pizza	paper	4
pizza	spinach	4
pizza	front	5
pizza	olive	4
pizza	mushroom	5
pizza	chicken	4
pizza	corn	5
girls	bus	4
clear	sky	4
park	skate	5
weeds	ground	5
weeds	grass	2
pastry	plate	5
pastry	glass	2
pastry	bakery	2
soup	bowl	4
soup	tomato	4
sail	boat	2
baseball	ground	3
baseball	hand	5
baseball	air	3
baseball	stiches	4
players	field	4
players	dugout	4
player	jersey	4
player	court	1
player	ball	1
player	cap	4
player	shorts	5
player	shirt	4
player	racket	4
player	bat	4
player	helmet	4
player	uniform	5
player	wristband	4
player	hand	4
player	glove	4
player	cleats	5
player	pants	5
player	field	2
player	hair	4
player	shoe	5
player	headband	4
player	hat	4
player	arm	4
player	belt	5
player	player	4
player	sock	5
player	mitt	4
player	base	2
player	shoes	5
player	baseball	4
player	head	4
player	gloves	4
player	dugout	1
player	leg	5
player	socks	5
player	foot	5
player	racquet	4
player	visor	4
player	shadow	1
player	dirt	2
player	mound	2
player	frisbee	3
player	bench	1
land	water	2
field	field	4
field	grass	5
field	snow	5
field	sheep	4
field	tree	3
wings	plane	4
wings	airplane	4
wings	bird	5
group	people	4
group	group	4
tip	wing	2
tip	plane	3
tip	surfboard	2
tip	banana	3
family	snow	5
ring	finger	1
ring	hand	3
leash	dog	4
wrist	man	3
wrist	watch	4
wrist	woman	2
harness	horse	2
gear	plane	3
racket	handle	5
racket	hand	5
racket	tennis	4
racket	racket	4
racket	ball	4
racket	man	2
chin	man	2
toaster	counter	2
necklace	neck	4
necklace	woman	2
lips	man	2
seagull	water	2
seagull	sky	2
socks	man	3
Clouds	Sky	3
cats	bed	1
cats	hood	5
cat	cat	4
cat	chair	4
cat	eye	4
cat	ear	4
cat	head	4
cat	tail	5
cat	floor	4
cat	nose	5
cat	face	4
cat	neck	4
cat	reflection	1
cat	sofa	2
cat	back	4
cat	laptop	5
cat	toilet	5
cat	table	5
cat	dog	2
cat	couch	3
cat	window	3
cat	bench	5
cat	suitcase	2
cat	bed	5
cat	eyes	4
cat	shelf	2
cat	desk	5
cat	ground	2
cat	car	2
cat	fur	4
cat	ears	4
cat	whiskers	5
cat	mouth	5
cat	carpet	4
cat	shoe	5
cat	paw	5
cat	paws	5
cat	spot	5
cat	bag	5
cat	whisker	4
cat	collar	4
cat	tv	4
cat	television	3
cat	bottle	1
cat	leg	5
cat	sink	5
cat	legs	5
cat	box	2
cat	foot	5
cat	hat	3
cat	door	3
cat	blanket	5
cat	stripe	5
cat	keyboard	5
cat	hood	5
cat	man	1
cat	fridge	3
cat	bird	2
cat	luggage	5
cat	computer	5
cat	rug	2
cat	umbrella	3
cat	pillow	5
cat	mirror	1
cat	comforter	4
cat	wall	4
cat	seat	5
cat	grass	4
cat	bowl	5
paws	cat	3
glove	hand	4
glove	glove	4
glove	man	2
glove	person	3
glove	player	2
glove	kitchen	2
glove	catcher	2
sunglasses	head	2
sunglasses	face	5
sunglasses	woman	2
sunglasses	man	2
sunglasses	shirt	2
sunglasses	table	2
pants	woman	3
pants	man	3
pants	pants	4
pants	person	4
pants	girl	3
pants	boy	3
pants	stripe	4
pants	player	4
pants	skier	4
pants	pocket	4
scarf	neck	4
scarf	head	4
scarf	woman	2
banana	table	2
banana	plate	2
banana	bunch	1
banana	hand	1
banana	spot	5
banana	counter	2
banana	basket	2
banana	bowl	2
banana	banana	4
banana	stem	4
banana	tree	2
banana	apple	2
banana	box	2
banana	sticker	4
plaque	wall	3
plaque	bench	2
doors	building	3
doors	bus	1
doors	train	1
edge	building	1
edge	table	2
edge	box	2
edge	plate	3
edge	wall	2
edge	edge	4
edge	road	2
edge	tower	2
edge	pizza	3
